#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primate" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primate" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:primate">
#                <taxonset id="TaxonSet.coding" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="2-457,660-896" id="coding" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primate" name="distribution" x="@birthRate.t:primate">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@coding" id="treeLikelihood.coding" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <siteModel id="SiteModel.s:primate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primate" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primate" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primate" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:primate" spec="beast.evolution.substitutionmodel.TN93">
#                    <parameter id="rateAG.s:primate" lower="0.0" name="kappa1">2.0</parameter>
#                    <parameter id="rateCT.s:primate" lower="0.0" name="kappa2">2.0</parameter>
#                    <frequencies id="estimatedFreqs.s:primate" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:primate" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:primate" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:primate" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:primate" id="treeLikelihood.noncoding" siteModel="@SiteModel.s:primate" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <data data="@primate-mtDNA" filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.coding	treeLikelihood.noncoding	TreeHeight	YuleModel	birthRate	rateAG	rateCT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
2375000	-5981.993090757945	-5992.2693901350285	10.276299377083692	-4960.0324716242285	-1032.2369185107996	0.2535477695744315	10.276299377083692	7.702370744697809	4.522751444676707	5.919943007415304	0.3156705896626206	0.2875464439733623	0.11785975491375696	0.27892321145026056	
2380000	-5982.713484157459	-5992.756896091991	10.04341193453144	-4959.184834436319	-1033.5720616556716	0.26516019220244924	10.04341193453144	5.649915854521368	3.9795955060615187	5.640178024960551	0.3156705896626206	0.2875464439733623	0.11785975491375696	0.27892321145026056	
2385000	-5980.820525790865	-5991.245069945952	10.42454415508738	-4959.206456119021	-1032.0386138269316	0.25077094374671893	10.42454415508738	7.075486829347421	4.453901430831744	5.640178024960551	0.3130919261663677	0.28863933167274974	0.107390239454666	0.290878502706217	
2390000	-5987.167084607697	-5995.660312130496	8.493227522799137	-4961.517127350379	-1034.143184780117	0.24678134681091318	8.493227522799137	12.96465177462543	4.143528786947588	5.640178024960551	0.32724582465295887	0.29701705659302285	0.10850480675323268	0.26723231200078607	
2395000	-5983.8884294586205	-5994.462418591834	10.573989133213395	-4965.876989524236	-1028.5854290675982	0.23163202351619266	10.573989133213395	10.137782758677645	4.712612722304192	5.42101058338074	0.3276317959760095	0.2970571987590079	0.10973619121720002	0.2655748140477831	
2400000	-5986.504176240943	-5997.228432236241	10.724255995298389	-4970.119472767881	-1027.10895946836	0.24949376413727217	10.724255995298389	5.4069718025957245	4.815078195295188	5.909994713983538	0.3397768142858979	0.2849121804491195	0.10973619121720002	0.2655748140477831	
2405000	-5982.562424958884	-5992.684925331427	10.122500372543481	-4959.004085077182	-1033.680840254245	0.2592054928319426	10.122500372543481	5.469445221685452	4.815078195295188	5.652344046157463	0.3397768142858979	0.2849121804491195	0.10973619121720002	0.2655748140477831	
2410000	-5981.627703068945	-5992.053243745522	10.425540676576635	-4962.863755305801	-1029.1894884397213	0.2488454237351071	10.425540676576635	9.374501710133105	3.825983665602732	5.799115621297227	0.3397768142858979	0.2849121804491195	0.1164868435061962	0.2588241617587869	
2415000	-5987.951279233529	-5997.977976952245	10.026697718716058	-4964.790863402784	-1033.18711354946	0.24461844556826132	10.026697718716058	5.193882062861473	3.3575746514892684	5.859770787608896	0.3397768142858979	0.28338362215195384	0.12341911608885209	0.2534204474732967	
2420000	-5984.120444027267	-5995.016218230483	10.895774203215826	-4968.775639054219	-1026.2405791762642	0.25201535479205467	10.895774203215826	8.16321619817506	4.011561807852029	5.859770787608896	0.35467893121483723	0.2684815052230145	0.12341911608885209	0.2534204474732967	
2425000	-5989.541298234132	-5999.81987953717	10.278581303037473	-4965.760642774591	-1034.0592367625784	0.2605730279946034	10.278581303037473	7.067003874378605	4.623526605235529	6.164437278713507	0.3641751416858144	0.25898529475203735	0.12341911608885209	0.2534204474732967	
2430000	-5987.870502170437	-5999.1433699370355	11.272867766597951	-4973.2619003382115	-1025.8814695988237	0.23457074023704666	11.272867766597951	7.9547404329219	3.9766410696921017	6.164437278713507	0.36840717529850675	0.25898529475203735	0.1191870824761597	0.2534204474732967	
2435000	-5986.139223595163	-5997.127665986252	10.988442391090011	-4971.096416083721	-1026.0312499025317	0.23882272505251806	10.988442391090011	7.31448246020406	4.330677358528944	6.133432394138373	0.36898421950831223	0.25898529475203735	0.1191870824761597	0.2528434032634912	
2440000	-5991.042142241818	-6001.9251883480065	10.883046106188846	-4970.655943238486	-1031.2692451095206	0.25078374032999134	10.883046106188846	6.802937870010964	4.642914048781304	6.133432394138373	0.36478898128527354	0.27079129735457436	0.11157631809666137	0.2528434032634912	
2445000	-5984.4945871174305	-5995.119347585993	10.624760468562593	-4968.252735651258	-1026.866611934734	0.23703298668904413	10.624760468562593	5.640098029884071	3.8274219765990223	5.716107305625717	0.36478898128527354	0.27079129735457436	0.11157631809666137	0.2528434032634912	
2450000	-5984.525600479187	-5994.5895487806165	10.063948301429573	-4971.789325092569	-1022.8002236880476	0.24944480242219338	10.063948301429573	11.148354604262543	3.9113328655418154	5.8292722983597	0.336655803714453	0.27079129735457436	0.11218800922772472	0.2803648897032484	
2455000	-5980.496847983518	-5990.815692829416	10.318844845897523	-4957.576434346637	-1033.2392584827787	0.2579587794746953	10.318844845897523	7.690010933033286	3.9113328655418154	5.320571161245761	0.32176973458977204	0.2856773664792553	0.11918867114081676	0.27336422779015634	
2460000	-5980.474970291224	-5989.892767061379	9.417796770154865	-4953.847596996074	-1036.0451700653057	0.2599735966158953	9.417796770154865	9.793455928021407	3.9113328655418154	5.360347892056562	0.32176973458977204	0.2856773664792553	0.11412030632016118	0.27843259261081194	
2465000	-5982.960168567166	-5992.571061222766	9.61089265560031	-4971.015740291349	-1021.5553209314168	0.2406770434270749	9.61089265560031	12.633141359700582	4.749039702463414	5.849827892072991	0.34032299800665716	0.26712410306237017	0.11412030632016118	0.27843259261081194	
2470000	-5984.869992492962	-5994.485280050542	9.615287557579718	-4968.032408552259	-1026.4528714982832	0.2451192560671963	9.615287557579718	10.6742196041073	3.5865592488447433	5.373724953296718	0.3313581688182205	0.26712410306237017	0.12308513550859783	0.27843259261081194	
2475000	-5981.648798461673	-5992.253360142541	10.604561680867533	-4965.294696111866	-1026.9586640306754	0.24342228212984618	10.604561680867533	8.897786736554155	3.4385321650427367	5.536628532096675	0.3313581688182205	0.2735353031988565	0.12308513550859783	0.2720213924743256	
2480000	-5980.716482621568	-5991.358280250328	10.64179762876037	-4960.871940490532	-1030.486339759795	0.25147550851326317	10.64179762876037	6.718417236643047	4.4123144745623835	5.536628532096675	0.3313581688182205	0.2802521384713605	0.11636830023609382	0.2720213924743256	
2485000	-5980.8513244113565	-5991.486019227927	10.634694816570175	-4960.234729224599	-1031.2512900033278	0.24162329593929185	10.634694816570175	6.073922319070884	4.1359105829469485	5.198560518245669	0.3313581688182205	0.2802521384713605	0.1020348906547711	0.28635480205564834	
2490000	-5985.256706668737	-5994.895582686126	9.638876017388446	-4959.57392580552	-1035.3216568806056	0.26737063789965576	9.638876017388446	5.1254155987649614	4.930486288008369	6.211413751689989	0.3313581688182205	0.2802521384713605	0.1020348906547711	0.28635480205564834	
2495000	-5982.151998992914	-5993.5724779703705	11.420478977456646	-4971.679878810059	-1021.8925991603116	0.23508520705810645	11.420478977456646	8.314104078567087	4.42607690253909	5.647912647088552	0.3313581688182205	0.2802521384713605	0.1020348906547711	0.28635480205564834	
2500000	-5979.738581738213	-5990.618437673373	10.879855935160002	-4963.8016614213375	-1026.816776252035	0.25033543318528906	10.879855935160002	7.832874205942351	4.334166667148597	5.852574233259648	0.3313581688182205	0.28571910351246943	0.11003195712716081	0.27289077054214966	
2505000	-5982.06344092929	-5992.38361690261	10.320175973320143	-4962.188697550979	-1030.1949193516314	0.25369428913008124	10.320175973320143	5.602362514847454	4.334166667148597	5.852574233259648	0.3313581688182205	0.28571910351246943	0.11003195712716081	0.27289077054214966	
2510000	-5978.636819134853	-5989.002838143952	10.366019009099348	-4957.157662904922	-1031.8451752390301	0.2434417488332677	10.366019009099348	8.614285182830386	4.560745653914792	5.418817619716141	0.3313581688182205	0.28571910351246943	0.11003195712716081	0.27289077054214966	
2515000	-5980.845995027831	-5990.88734737171	10.041352343878973	-4960.96902365622	-1029.9183237154903	0.2537462816867664	10.041352343878973	4.945674322934945	4.560745653914792	5.386755323797333	0.34282857728949157	0.2747743687893425	0.10950628337901663	0.27289077054214966	
2520000	-5983.8064483110065	-5993.806949829732	10.000501518725166	-4961.156124079754	-1032.6508257499786	0.2477170935566576	10.000501518725166	10.147763177391235	5.203123402335375	5.386755323797333	0.3191332731003981	0.2964619784739977	0.10950628337901663	0.274898465046588	
2525000	-5979.5607637962075	-5989.489701531315	9.928937735108235	-4959.14568823716	-1030.3440132941553	0.2415085252220109	9.928937735108235	10.032109052962221	4.426071973826541	5.386755323797333	0.3191332731003981	0.2820072816733386	0.10950628337901663	0.2893531618472471	
2530000	-5984.224390404189	-5994.817807075276	10.593416671086842	-4961.894969234344	-1032.9228378409318	0.244438255172444	10.593416671086842	9.082844242752076	4.426071973826541	5.609358460452338	0.3191332731003981	0.3048891102361798	0.10950628337901663	0.26647133328440586	
2535000	-5993.295801348458	-6003.362957316637	10.067155968179366	-4964.52473484103	-1038.8382224756067	0.242837188084507	10.067155968179366	10.072394561698829	4.48235455826515	4.92181001062253	0.3032477833635434	0.3207745999730345	0.10950628337901663	0.26647133328440586	
2540000	-5985.1347386911475	-5995.464321997382	10.329583306234653	-4953.708657525602	-1041.7556644717808	0.26257613711118605	10.329583306234653	7.4631118034745745	4.48235455826515	4.92181001062253	0.3032477833635434	0.3207745999730345	0.10313582183259777	0.2728417948308247	
2545000	-5986.601934064172	-5997.074810607574	10.472876543401869	-4959.196878986819	-1037.8779316207554	0.2510356424645338	10.472876543401869	6.237402714973154	4.0787565441750315	4.92181001062253	0.29562380666787597	0.3207745999730345	0.11075979852826522	0.2728417948308247	
2550000	-5987.167076247328	-5996.39928634661	9.232210099282579	-4954.77803798038	-1041.6212483662302	0.26090873344946397	9.232210099282579	10.238764941733683	4.415784329954527	4.965442569259022	0.29562380666787597	0.3207745999730345	0.11075979852826522	0.2728417948308247	
2555000	-5991.835224626635	-6002.427668600417	10.592443973781856	-4974.057162180058	-1028.3705064203587	0.2518022414555663	10.592443973781856	6.65868265085253	4.415784329954527	5.1827958558509595	0.29562380666787597	0.2787121675754674	0.11075979852826522	0.3149042272283918	
2560000	-5983.762146153608	-5993.30313912609	9.540992972482051	-4961.1178826833375	-1032.185256442753	0.24717963827517778	9.540992972482051	10.638090546300624	4.2916726059528045	5.1827958558509595	0.3093252070120834	0.2787121675754674	0.09705839818405777	0.3149042272283918	
2565000	-5987.258510297632	-5997.6380215719655	10.379511274333963	-4964.109508578343	-1033.528512993623	0.25810373951233334	10.379511274333963	8.654494330276359	5.207889267031402	5.048745759578833	0.3110113476743193	0.27702602691323147	0.09705839818405777	0.3149042272283918	
2570000	-5988.145429580509	-5997.988170788906	9.842741208397094	-4959.124576727302	-1038.863594061604	0.2508291857418644	9.842741208397094	10.46531841598217	4.061525614792954	5.048745759578833	0.3110113476743193	0.31353388764788565	0.09705839818405777	0.2783963664937376	
2575000	-5982.883647579938	-5993.628184210571	10.744536630632822	-4963.614301248245	-1030.0138829623256	0.2602257620549367	10.744536630632822	8.241003229421965	4.016958273067893	4.803758464622332	0.3260197973677303	0.274697165070528	0.11374710796442322	0.2855359295973189	
2580000	-5980.309210937139	-5991.250036750607	10.940825813467974	-4963.326424176911	-1027.9236125736961	0.24701495107039192	10.940825813467974	8.39596067493488	4.016958273067893	4.875531856522403	0.3209448290572401	0.2797721333810182	0.11374710796442322	0.2855359295973189	
2585000	-5982.976199307627	-5991.821290260919	8.845090953292	-4957.33960955018	-1034.4816807107388	0.25558936129426674	8.845090953292	3.8618499995095976	4.72803324397181	5.609537102213474	0.32421295647286996	0.297765329909104	0.11397494638695875	0.2640467672310677	
2590000	-5981.854006863236	-5992.442289087776	10.588282224540233	-4959.503640572225	-1032.9386485155512	0.24839764552158508	10.588282224540233	6.610811373567038	4.14242292496384	5.054853648369197	0.2947897224108288	0.297765329909104	0.12626290586594216	0.2811820418141255	
2595000	-5984.417959233476	-5995.297086654107	10.879127420631745	-4967.262865581984	-1028.0342210721224	0.2381968690846886	10.879127420631745	7.237609140426612	4.197459381989991	5.303384537462076	0.3028193891940978	0.297765329909104	0.12626290586594216	0.2731523750308565	
2600000	-5984.400542461319	-5995.453975844285	11.053433382966087	-4965.791707088718	-1029.662268755567	0.23780439830426237	11.053433382966087	6.498737410829099	3.6111338571357208	5.291889540996048	0.3214150907531433	0.297765329909104	0.11417764791553527	0.26664193142221787	
2605000	-5983.606500453015	-5994.560681967141	10.954181514126908	-4966.742234243092	-1027.8184477240495	0.2457564095545209	10.954181514126908	6.91619782628967	4.7060067655980165	5.996048123595083	0.3214150907531433	0.297765329909104	0.10441019352061903	0.2764093858171341	
2610000	-5986.456521383661	-5996.23699954998	9.780478166318588	-4957.144545705881	-1039.0924538440995	0.2541941404522491	9.780478166318588	5.537544536250978	3.9087517714043924	5.193905651532488	0.33008336152264295	0.27602296023748757	0.10441019352061903	0.28948348471925084	
2615000	-5983.639200015886	-5992.4476532214285	8.808453205542655	-4960.906022809307	-1031.5416304121213	0.2443713210408332	8.808453205542655	11.706705294568852	3.658138994586319	5.193905651532488	0.3246765309088885	0.27602296023748757	0.10981702413437351	0.28948348471925084	
2620000	-5985.882594150934	-5996.564999756289	10.682405605354335	-4966.278301580673	-1030.2866981756163	0.23273609540060483	10.682405605354335	8.345491310882034	4.817689149895409	5.1083514596421065	0.31243368610118377	0.2882658050451923	0.11259827231756375	0.2867022365360606	
2625000	-5984.498031225923	-5994.880567066915	10.382535840992448	-4962.921493397404	-1031.9590736695113	0.2425154825043204	10.382535840992448	5.33566532087742	4.817689149895409	5.1083514596421065	0.3176143751517312	0.29065419102884027	0.09082838785489868	0.30090304596453027	
2630000	-5987.576715487416	-5998.458210869114	10.88149538169775	-4961.162258262343	-1037.2959526067705	0.24930579748861584	10.88149538169775	7.205867254486383	4.817689149895409	4.525964578437644	0.30719478980250553	0.3010737763780659	0.09082838785489868	0.30090304596453027	
2635000	-5986.032489436244	-5995.40180330164	9.369313865396373	-4955.061989282794	-1040.339814018847	0.25781246820899345	9.369313865396373	4.7131955876519545	4.385541746003516	5.314133660773451	0.34221279475766647	0.2754956425031026	0.0987574747932917	0.28353408794593965	
2640000	-5984.20207643414	-5994.193679618601	9.991603184461546	-4955.006655316878	-1039.1870243017229	0.2585650806667314	9.991603184461546	8.407431900338034	4.246942881711058	5.001734495434024	0.32314955209950524	0.29455888516126383	0.0987574747932917	0.28353408794593965	
2645000	-5981.810406305643	-5992.060590826944	10.250184521301264	-4962.510497602678	-1029.550093224266	0.23584756118011277	10.250184521301264	9.66746825830774	4.609411518295003	5.307393880155658	0.31030936062810377	0.29455888516126383	0.11511055967783818	0.28002119453279467	
2650000	-5981.8163238141215	-5992.17522567195	10.358901857828648	-4961.033844369767	-1031.141381302183	0.2654649338997736	10.358901857828648	8.297166269002675	3.9090602622447927	5.307393880155658	0.3102056350129033	0.2844137328203973	0.11753015707789545	0.28785047508880446	
2655000	-5978.842514743877	-5989.395444652939	10.55292990906185	-4963.077221614889	-1026.3182230380503	0.2519252068778153	10.55292990906185	5.92731190743977	4.155195943625518	5.761206706229372	0.3102056350129033	0.2844137328203973	0.11753015707789545	0.28785047508880446	
2660000	-5980.747491130832	-5990.690191298621	9.942700167789294	-4958.891665893783	-1031.7985254048383	0.2600993030446551	9.942700167789294	9.27630979173429	4.155195943625518	5.3442773414784615	0.306147142750364	0.2844137328203973	0.12158864934043477	0.28785047508880446	
2665000	-5981.759373258504	-5991.727195398569	9.967822140065547	-4955.787720692193	-1035.939474706376	0.2605504193456113	9.967822140065547	5.987640019608001	4.155195943625518	5.598263169600183	0.32199830161050214	0.2844137328203973	0.12158864934043477	0.2719993162286663	
2670000	-5978.798576644176	-5989.263974936519	10.465398292342766	-4959.246780584157	-1030.0171943523617	0.2449583707128067	10.465398292342766	8.547846697379274	4.248993778527509	5.5502968965486215	0.33039374147601147	0.27694739089556586	0.10790486473982826	0.28475400288859487	
2675000	-5982.159282740719	-5992.468510837602	10.309228096881903	-4957.324062732381	-1035.1444481052204	0.2528230862257353	10.309228096881903	7.107924125730195	4.392099684127049	5.884846528925151	0.3336178832384665	0.2827310011297119	0.10790486473982826	0.27574625089199384	
2680000	-5987.503529902267	-5997.62651729567	10.122987393403463	-4961.107020956572	-1036.5194963390973	0.25833657353075146	10.122987393403463	6.406637945900965	3.4925608756658884	5.778969699067197	0.32763032203421044	0.2827310011297119	0.11389242594408427	0.27574625089199384	
2685000	-5978.888321610482	-5989.475009931211	10.586688320728722	-4958.636628327799	-1030.8383816034122	0.2505462822658872	10.586688320728722	6.250303240004563	4.08293788726594	5.408019198029639	0.32763032203421044	0.2827310011297119	0.11389242594408427	0.27574625089199384	
2690000	-5986.102708965854	-5996.6720074834175	10.569298517563386	-4966.3864172122285	-1030.2855902711888	0.24615252948400604	10.569298517563386	6.2272150578291905	4.598528706306581	5.289855703703043	0.3198060734529342	0.2827310011297119	0.11389242594408427	0.28357049947327007	
2695000	-5988.920631929741	-5999.699004931967	10.778373002226036	-4967.863020780588	-1031.8359841513786	0.23100947856833867	10.778373002226036	8.941288564083541	4.199983996818572	4.674905784892078	0.3198060734529342	0.2931038263100638	0.1069013327993674	0.280188767437635	
2700000	-5981.697163667085	-5992.170338977281	10.473175310195641	-4967.506773193299	-1024.663565783983	0.24616934826591438	10.473175310195641	9.393212986896337	3.906973574756246	5.5136582538925625	0.31596322266827737	0.2619739590017091	0.12170624094023302	0.30035657738978094	
2705000	-5986.191498242055	-5997.016992951368	10.825494709313187	-4965.9267956013155	-1031.0901973500524	0.24754127489925595	10.825494709313187	7.858037581551343	3.906973574756246	5.394662752683821	0.31596322266827737	0.30687279099599685	0.12170624094023302	0.25545774539549315	
2710000	-5985.451354081662	-5995.220956818027	9.76960273636439	-4964.751010975013	-1030.469945843014	0.26442435246511486	9.76960273636439	8.577125294612062	3.906973574756246	5.394662752683821	0.31596322266827737	0.26103682662136457	0.12170624094023302	0.30129370977012543	
2715000	-5982.038517635029	-5992.959681594038	10.921163959008318	-4965.969224276468	-1026.99045731757	0.24475362913161505	10.921163959008318	6.457071967824976	3.906973574756246	5.394662752683821	0.3135040879389719	0.29096399547561586	0.10363564276776871	0.29189627381764394	
2720000	-5985.888815377077	-5996.271670898735	10.38285552165737	-4966.287198736339	-1029.984472162396	0.2431300835365104	10.38285552165737	9.118088680092777	5.289534641475802	5.370687377925114	0.30466359954882616	0.29096399547561586	0.09481742583259889	0.3095549791429595	
2725000	-5994.134796311091	-6004.816952523575	10.682156212483829	-4967.148425476013	-1037.6685270475632	0.25008969449192625	10.682156212483829	8.378044283170043	5.82101023874079	5.370687377925114	0.31544463822804025	0.2902939733273146	0.09481742583259889	0.29944396261204664	
2730000	-5987.864579909333	-5997.1211134369305	9.256533527597593	-4962.114454495014	-1035.0066589419164	0.26107469920680554	9.256533527597593	4.23745197460315	3.8278242805143123	5.209155859889833	0.3161585305530565	0.2895800810022984	0.09481742583259889	0.29944396261204664	
2735000	-5994.075689448487	-6004.422406841061	10.34671739257502	-4964.995836256817	-1039.4265705842442	0.24900589238129486	10.34671739257502	7.8440691282346195	5.731032416654371	4.963236978122525	0.3126418585787502	0.2895800810022984	0.09833409780690516	0.29944396261204664	
2740000	-5986.565998786212	-5997.508054062824	10.942055276612551	-4964.379713297382	-1033.1283407654423	0.2376178062711123	10.942055276612551	7.32659079040562	4.59373394274562	4.963236978122525	0.3126418585787502	0.2906861855308169	0.09722799327838663	0.29944396261204664	
2745000	-5983.269646652115	-5994.2764798553035	11.006833203189093	-4963.388299930664	-1030.888179924639	0.2402538136040933	11.006833203189093	6.9690060196927455	4.31419852043881	4.963236978122525	0.31277779483010004	0.2906861855308169	0.09722799327838663	0.2993080263606968	
2750000	-5985.12210893162	-5995.887695083007	10.765586151387732	-4963.694528142774	-1032.1931669402331	0.2417971258357192	10.765586151387732	8.385370050733627	4.01385118786183	4.963236978122525	0.31277779483010004	0.2880931879821894	0.09982099082701407	0.2993080263606968	
2755000	-5981.804965082901	-5992.061992066477	10.257026983576004	-4955.7112172655025	-1036.3507748009742	0.2585459507105741	10.257026983576004	6.987868944396972	4.01385118786183	4.963236978122525	0.2994975242910077	0.2880931879821894	0.11444873910655552	0.29796054862024773	
2760000	-5982.030536832232	-5991.807737291583	9.777200459350546	-4957.716072304213	-1034.09166498737	0.24912235249700054	9.777200459350546	9.27722391383823	4.01385118786183	4.963236978122525	0.2994975242910077	0.2880931879821894	0.11444873910655552	0.29796054862024773	
2765000	-5983.107498243263	-5991.596595152433	8.489096909170298	-4961.633967651885	-1029.9626275005487	0.252605456836731	8.489096909170298	12.06843536766071	3.992339430311477	5.271807344305702	0.3221426905022849	0.2654480217709122	0.11444873910655552	0.29796054862024773	
2770000	-5984.220646211223	-5995.32651757062	11.105871359397515	-4970.216539178696	-1025.109978391924	0.24320621431338804	11.105871359397515	7.945065871941848	3.5010393677845215	5.141610803475495	0.3221426905022849	0.2654480217709122	0.11444873910655552	0.29796054862024773	
2775000	-5985.116114373182	-5994.34575922563	9.229644852447949	-4967.997116776384	-1026.348642449246	0.24557007666700212	9.229644852447949	12.049924119644679	4.109309186565454	5.318877279355622	0.31119658641510917	0.2763941258580879	0.11444873910655552	0.29796054862024773	
2780000	-5976.691430405411	-5987.247004349892	10.555573944481965	-4957.654065872653	-1029.5929384772403	0.25280115740023557	10.555573944481965	6.307493166408361	4.453235409273424	5.318877279355622	0.3216826656882538	0.2763941258580879	0.11680278585192069	0.2851204226017379	
2785000	-5979.729227949586	-5989.610816705875	9.881588756288792	-4964.82731410331	-1024.7835026025648	0.24345101631713792	9.881588756288792	4.500511540009132	4.45737602717268	5.951030478679026	0.3216826656882538	0.2888766624626378	0.11680278585192069	0.272637885997188	
2790000	-5981.089611443747	-5991.4319527768475	10.342341333099778	-4959.610369471163	-1031.8215833056845	0.24283615517914875	10.342341333099778	7.995491734740819	4.147250024551277	5.747859884235571	0.33439712967569457	0.2790496662026567	0.11680278585192069	0.2697504182697284	
2795000	-5985.029358480627	-5993.358405700153	8.329047219526228	-4959.57323090295	-1033.785174797203	0.2403841780814867	8.329047219526228	12.558243966781294	4.31827030138932	5.669877915335425	0.33223574135948497	0.2812110545188663	0.11680278585192069	0.2697504182697284	
2800000	-5979.025362331846	-5989.772319423961	10.74695709211511	-4964.466477584021	-1025.3058418399394	0.2499560040324136	10.74695709211511	7.917604072737118	4.29034328101319	5.669877915335425	0.3392524647468165	0.26816402531513567	0.11680278585192069	0.2757807240861275	
2805000	-5978.219586084102	-5988.805830326488	10.586244242386194	-4959.8760540805315	-1028.929776245956	0.2504670122164921	10.586244242386194	6.269958290117532	4.2182938038635855	5.669877915335425	0.3392524647468165	0.26816402531513567	0.11680278585192069	0.2757807240861275	
2810000	-5980.438055620213	-5989.872096546712	9.434040926498724	-4963.291098290753	-1026.5809982559588	0.24401004215554786	9.434040926498724	11.276059463325936	4.0905663886730785	6.09162839906426	0.3398769442704033	0.26816402531513567	0.11139222351070895	0.2805668069037524	
2815000	-5980.487576836202	-5990.56622037754	10.078643541338721	-4961.095756727373	-1029.4704636501674	0.2574875745486902	10.078643541338721	9.30159284404898	4.464099209105758	5.923268313076146	0.3398769442704033	0.26816402531513567	0.11139222351070895	0.2805668069037524	
2820000	-5985.529154742948	-5993.671841439296	8.142686696348193	-4961.418696747167	-1032.2531446921298	0.25756575173594687	8.142686696348193	12.205136686314194	4.464099209105758	5.993738153843118	0.3398769442704033	0.26816402531513567	0.11868637950079748	0.2732726509136639	
2825000	-5981.763014116395	-5992.081248570796	10.318234454400638	-4964.510997872989	-1027.5702506978064	0.2642511251136069	10.318234454400638	6.541049803948791	4.464099209105758	5.993738153843118	0.3223692883699664	0.26816402531513567	0.11868637950079748	0.2907803068141008	
2830000	-5983.44747577054	-5993.639536935041	10.192061164500593	-4961.030191083673	-1032.609345851368	0.267816326760901	10.192061164500593	6.612399649124498	4.870992548739147	6.006427647963157	0.32824348659881086	0.277117111810833	0.10973329300510014	0.28490610858525633	
2835000	-5986.9030974342395	-5997.312005678432	10.408908244192418	-4970.435797730603	-1026.8762079478295	0.2529604263829817	10.408908244192418	8.829392920663748	4.450750969198601	6.006427647963157	0.31929395026779095	0.28222220453700025	0.11357773660995275	0.28490610858525633	
2840000	-5982.751553894218	-5992.995393105785	10.243839211567035	-4958.620284479141	-1034.3751086266436	0.2596177259071123	10.243839211567035	6.740214282319694	4.5742740822645205	5.360642315770606	0.3304214948019677	0.28222220453700025	0.10245019207577599	0.28490610858525633	
2845000	-5986.8271458392555	-5995.956347519238	9.129201679982915	-4960.0958576126195	-1035.8604899066183	0.2661812891245107	9.129201679982915	9.34083657051232	3.7489554927324464	5.567741630500583	0.3304214948019677	0.2717740738480379	0.11289832276473832	0.28490610858525633	
2850000	-5983.588016479445	-5994.304012902068	10.715996422622965	-4965.963728540702	-1028.3402843613662	0.24937722890529565	10.715996422622965	6.428920352161813	3.7489554927324464	5.567741630500583	0.3304214948019677	0.2717740738480379	0.11289832276473832	0.28490610858525633	
2855000	-5984.842109537833	-5994.8834381053475	10.041328567515308	-4967.684405377455	-1027.1990327278932	0.2522976844223089	10.041328567515308	9.250803694441943	4.441276078536001	7.137047217959326	0.33272150162257813	0.2806928203708127	0.11330171123963194	0.27328396676697747	
2860000	-5983.234062211928	-5992.336445499417	9.102383287488914	-4960.042932250265	-1032.293513249152	0.2577301390930252	9.102383287488914	4.174099074886605	4.441276078536001	6.156747291182345	0.33272150162257813	0.2806928203708127	0.11330171123963194	0.27328396676697747	
2865000	-5981.589961490419	-5990.043741176189	8.453779685769607	-4963.921753267105	-1026.1219879090845	0.2395570787786009	8.453779685769607	13.216518646097164	3.893158377241723	5.932469052273287	0.33622270723121495	0.26948538075182765	0.12100794524998022	0.27328396676697747	
