#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primate" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primate" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:primate">
#                <taxonset id="TaxonSet.coding" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="2-457,660-896" id="coding" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primate" name="distribution" x="@birthRate.t:primate">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@coding" id="treeLikelihood.coding" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <siteModel id="SiteModel.s:primate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primate" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primate" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primate" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:primate" spec="beast.evolution.substitutionmodel.TN93">
#                    <parameter id="rateAG.s:primate" lower="0.0" name="kappa1">2.0</parameter>
#                    <parameter id="rateCT.s:primate" lower="0.0" name="kappa2">2.0</parameter>
#                    <frequencies id="estimatedFreqs.s:primate" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:primate" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:primate" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:primate" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:primate" id="treeLikelihood.noncoding" siteModel="@SiteModel.s:primate" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <data data="@primate-mtDNA" filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.coding	treeLikelihood.noncoding	TreeHeight	YuleModel	birthRate	rateAG	rateCT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
1080000	-5982.5174969326745	-5991.947359068762	9.429862136087582	-4966.617462775234	-1025.3298962935278	0.24499812231137433	9.429862136087582	11.569621428682389	4.615942452831651	5.937352998905919	0.32680524986820614	0.27055170954471963	0.11830186318631761	0.2843411774007569	
1085000	-5978.9581684335935	-5989.7505017835265	10.792333349932683	-4961.772794999149	-1027.9777067843784	0.24663802511957958	10.792333349932683	7.186378918947127	3.9085274271728228	5.563754628091907	0.324745664082445	0.2816142828104487	0.11830186318631761	0.27533818992078896	
1090000	-5981.790349276407	-5992.4617810871605	10.671431810753296	-4962.140628597444	-1030.3211524897165	0.2540529154453303	10.671431810753296	7.4780631353861375	3.9085274271728228	5.563754628091907	0.324745664082445	0.2864751249022911	0.11344102109447522	0.27533818992078896	
1095000	-5980.833317558871	-5991.200958133225	10.367640574353148	-4956.44015604067	-1034.7608020925547	0.255450146917715	10.367640574353148	7.54756936533157	3.8781090504985394	5.563754628091907	0.324745664082445	0.2864751249022911	0.11344102109447522	0.27533818992078896	
1100000	-5979.037730956764	-5989.2400509877025	10.202320030938411	-4956.757530380393	-1032.482520607309	0.25666594273883764	10.202320030938411	8.036535194201265	3.948188940978885	5.6660525774713495	0.32324973262021767	0.2864751249022911	0.11344102109447522	0.2768341213830163	
1105000	-5979.433354392568	-5989.17969060191	9.746336209342573	-4956.573829770382	-1032.6058608315277	0.26208434923514234	9.746336209342573	9.058918733469026	4.577827611470316	6.025916798186269	0.32324973262021767	0.2864751249022911	0.11344102109447522	0.2768341213830163	
1110000	-5982.563837570265	-5992.501976864639	9.938139294374093	-4958.216040234542	-1034.2859366300975	0.2605586757660912	9.938139294374093	10.361140706261963	4.168307119161541	4.7553332609426295	0.3346659253752803	0.2864751249022911	0.10202482833941257	0.2768341213830163	
1115000	-5985.408581298003	-5995.685823320171	10.277242022168297	-4961.314155516972	-1034.3716678031985	0.24660086433719103	10.277242022168297	9.336195399931839	3.7383628355601575	4.7553332609426295	0.30998073937165566	0.2858314505051777	0.12735368874015057	0.2768341213830163	
1120000	-5981.91023155486	-5992.577688831193	10.667457276333092	-4968.15877879335	-1024.4189100378424	0.25138882264891593	10.667457276333092	8.960966996869509	4.563087367126795	6.17695515141534	0.30998073937165566	0.28546633543025257	0.12706010931330863	0.27749281588478336	
1125000	-5986.215629345013	-5995.437667218197	9.222037873183977	-4963.495939896705	-1031.941727321492	0.252131609726435	9.222037873183977	4.35573004669348	4.2869770997572125	5.697972668852172	0.3270654112824778	0.26838166351943044	0.12706010931330863	0.27749281588478336	
1130000	-5986.571467113442	-5997.408331131938	10.836864018496414	-4979.354605268536	-1018.0537258634025	0.233912587612893	10.836864018496414	5.608884828087326	4.426806331023765	6.3878174166866515	0.3227520898115363	0.2718239032916564	0.1236178695410827	0.28180613735572485	
1135000	-5982.143689133594	-5988.971018668401	6.82732953480582	-4960.354099923458	-1028.616918744942	0.24388557577657	6.82732953480582	15.05151509720088	3.8171060575813573	5.19052607863863	0.3227520898115363	0.2718239032916564	0.11726455097772173	0.2881594559190858	
1140000	-5980.671363782733	-5990.95535484217	10.283991059436392	-4956.673661650647	-1034.281693191523	0.2500652289056153	10.283991059436392	5.901535131605787	4.085678391008442	5.19052607863863	0.31870930776366246	0.28057539932811765	0.11726455097772173	0.2834507419304984	
1145000	-5979.104445899183	-5990.10674196702	11.002296067836728	-4963.93641839919	-1026.1703235678297	0.23944873614842888	11.002296067836728	6.683493221590411	4.085678391008442	5.199170256441417	0.31870930776366246	0.28138182883938595	0.11726455097772173	0.2826443124192301	
1150000	-5984.385130659394	-5994.269554551267	9.884423891872814	-4968.085531658924	-1026.184022892343	0.23731148977038458	9.884423891872814	11.590104346665774	3.9477023072209123	5.199170256441417	0.31870930776366246	0.29334368788617204	0.10859874335492786	0.2793482609952379	
1155000	-5980.735385370486	-5990.904711491952	10.169326121465588	-4954.299975997116	-1036.6047354948357	0.2525094997699087	10.169326121465588	6.913133772631658	3.9961629761792095	5.199170256441417	0.31870930776366246	0.29334368788617204	0.10859874335492786	0.2793482609952379	
1160000	-5982.918176000336	-5991.005807783085	8.087631782749309	-4954.633779037682	-1036.3720287454032	0.2649469991031062	8.087631782749309	11.61119924280044	4.089995930845346	5.763848728177214	0.31928088599381804	0.2843445904400712	0.11955755958793703	0.276816963978174	
1165000	-5990.377520031495	-6000.7235556436035	10.34603561210885	-4963.5420393325585	-1037.1815163110452	0.24396783532542463	10.34603561210885	8.335432345190707	4.268622925710463	5.203444453995196	0.33742727978057	0.2810373770119905	0.10309921628911972	0.27843612691832004	
1170000	-5979.278027163812	-5988.076687349951	8.798660186138717	-4955.448094646009	-1032.6285927039414	0.26365837289444577	8.798660186138717	3.892020252195639	4.268622925710463	5.789076435655991	0.33248923017229004	0.2812210473136915	0.10785359559569871	0.27843612691832004	
1175000	-5981.473301572361	-5991.3795594610565	9.906257888695011	-4957.914270253754	-1033.4652892073022	0.2616696357343457	9.906257888695011	5.430120797083864	4.052352679167545	5.789076435655991	0.32069981740305753	0.29301046008292403	0.10785359559569871	0.27843612691832004	
1180000	-5982.112502140466	-5991.830190907652	9.717688767185772	-4957.862334417082	-1033.9678564905696	0.25197748816321397	9.717688767185772	9.040746913411255	4.592995788529716	6.2607756478965255	0.32069981740305753	0.29301046008292403	0.11629268368251669	0.26999703883150206	
1185000	-5982.488257244355	-5993.176028531938	10.687771287583328	-4964.460077506244	-1028.7159510256945	0.23748378058918546	10.687771287583328	8.128913812633332	3.508123397266434	5.320781222277283	0.32069981740305753	0.27231893710640775	0.11629268368251669	0.29068856180801833	
1190000	-5980.961786359525	-5991.224179969762	10.262393610237098	-4961.98775530882	-1029.236424660942	0.25400686637228426	10.262393610237098	5.586412378834056	4.63296518871331	5.320781222277283	0.32069981740305753	0.2660088265433371	0.11629268368251669	0.296998672371089	
1195000	-5984.376705723244	-5995.637866089799	11.261160366554474	-4977.043324309126	-1018.5945417806736	0.22260061881643126	11.261160366554474	7.057151303458699	4.051618277762942	5.701182316086196	0.32069981740305753	0.2660088265433371	0.11977056484604172	0.29352079120756397	
1200000	-5981.821874577401	-5989.72868311978	7.9068085423789665	-4962.932691898136	-1026.7959912216443	0.2497197658549046	7.9068085423789665	3.1814071255064884	4.279067967185707	5.487588369907568	0.33856177436515744	0.2672511146349793	0.11977056484604172	0.2744165461538218	
1205000	-5985.01215802725	-5994.762344845219	9.750186817968503	-4961.327071591823	-1033.435273253395	0.2640859889792675	9.750186817968503	5.019734096633519	4.279067967185707	5.487588369907568	0.33856177436515744	0.2672511146349793	0.11977056484604172	0.2744165461538218	
1210000	-5982.176272771293	-5992.399035018056	10.222762246762494	-4964.95281199007	-1027.4462230279855	0.24291849231717283	10.222762246762494	5.10931522352465	4.149650910917315	5.733976494665764	0.33651863191349274	0.2755193315344062	0.1274883239015712	0.26047371265053015	
1215000	-5980.707021938377	-5990.304285870095	9.597263931717507	-4961.096513063439	-1029.207772806656	0.26003085563643363	9.597263931717507	10.74871057977699	3.89549643592239	5.787813137110739	0.33651863191349274	0.2799674251363979	0.12304023029957953	0.26047371265053015	
1220000	-5985.446832242331	-5995.756239944243	10.309407701912388	-4965.964683198909	-1029.7915567453338	0.2489100860745154	10.309407701912388	8.41231155358254	3.89549643592239	5.669007700846074	0.30982866798102787	0.2799674251363979	0.11969405763112592	0.2905098492514486	
1225000	-5988.156835084411	-5998.494477963984	10.337642879572918	-4970.427319794268	-1028.067158169715	0.25621047476994374	10.337642879572918	9.111533655135705	4.388909869656247	5.669007700846074	0.30562023545674943	0.2841758576606763	0.11969405763112592	0.2905098492514486	
1230000	-5992.97924549453	-6001.970577476688	8.991331982158023	-4972.772327205241	-1029.1982502714477	0.2677135191037913	8.991331982158023	11.730300799121897	3.639920053508267	5.582252823348456	0.30562023545674943	0.2914655223825923	0.12109000451466675	0.2818242376459918	
1235000	-5982.1020577682575	-5992.64906201825	10.547004249992424	-4966.2310358536315	-1026.4180261646186	0.24628599347537447	10.547004249992424	6.292807507200535	3.639920053508267	5.582252823348456	0.3255118789766082	0.26180305112346214	0.12314511201452957	0.2895399578854004	
1240000	-5984.36860932132	-5993.789099691293	9.420490369972644	-4959.552556283647	-1034.2365434076453	0.2700241246759415	9.420490369972644	9.55628563667817	3.449973064531077	5.843215334273784	0.32814506526085824	0.27793779484849834	0.1291471419904198	0.264769997900224	
1245000	-5983.011780737372	-5993.679507385362	10.667726647989978	-4963.135270548897	-1030.5442368364647	0.2482709060257003	10.667726647989978	7.366704699532084	3.8536264985288526	5.821369679738546	0.31733236738230053	0.2820726538026437	0.12501228303627446	0.2755826957787817	
1250000	-5980.622992480334	-5991.637142467101	11.014149986766519	-4963.75105847345	-1027.8860839936503	0.25240491291207146	11.014149986766519	6.927016221700967	3.948275449143352	5.3962073900622975	0.3190458410116189	0.2801531934195863	0.11768584135620107	0.2831151242125941	
1255000	-5982.315337048646	-5990.930302853974	8.614965805328492	-4954.04122066016	-1036.8890821938141	0.2672516378265543	8.614965805328492	3.970634407595791	4.019678126554272	5.3962073900622975	0.3197027780358622	0.2801531934195863	0.11343798606487401	0.28670604247967785	
1260000	-5982.450208306802	-5993.049496254012	10.599287947210183	-4962.511010736984	-1030.5384855170291	0.26028817303291735	10.599287947210183	7.429350049153296	4.787675368765996	5.354668193286027	0.3197027780358622	0.2801531934195863	0.09853158908105956	0.3016124394634923	
1265000	-5985.395242309078	-5995.147283133672	9.752040824594932	-4957.037975757734	-1038.1093073759384	0.268057981239289	9.752040824594932	6.454793278132138	4.298620054773	5.008797983342252	0.3041567038511944	0.2801531934195863	0.1140776632657274	0.3016124394634923	
1270000	-5981.225876751465	-5991.455594569879	10.229717818414649	-4962.882960809559	-1028.5726337603203	0.2430483212261583	10.229717818414649	9.699135135281267	3.9060526941143556	5.008797983342252	0.3041567038511944	0.2801531934195863	0.1140776632657274	0.3016124394634923	
1275000	-5984.793061811728	-5993.327560013946	8.534498202218106	-4963.959225480127	-1029.3683345338188	0.266293249096697	8.534498202218106	3.700371212639528	4.2149676263845395	5.430655172906349	0.3041567038511944	0.2801531934195863	0.1140776632657274	0.3016124394634923	
1280000	-5987.106086363415	-5997.078506968128	9.97242060471342	-4971.163338500406	-1025.915168467722	0.2424756310369583	9.97242060471342	10.530683586464189	4.3985294970633095	6.155247668207376	0.3364699735284926	0.28358133514181044	0.12098350083493561	0.25896519049476174	
1285000	-5985.967060442417	-5995.036968888855	9.06990844643737	-4971.62325072571	-1023.4137181631447	0.2284140099437055	9.06990844643737	3.8776153126827637	4.3985294970633095	6.155247668207376	0.3364699735284926	0.2660219844373388	0.12098350083493561	0.27652454119923336	
1290000	-5982.031089864728	-5992.480893129954	10.449803265226478	-4962.743711697194	-1029.7371814327594	0.2506979323999487	10.449803265226478	5.848537191367351	3.5375441521538216	5.310702383200594	0.3364699735284926	0.2660219844373388	0.12098350083493561	0.27652454119923336	
1295000	-5978.539143911714	-5989.174965977851	10.635822066136445	-4963.704116602046	-1025.4708493758042	0.2431583784636611	10.635822066136445	8.831859968703828	4.196829000834929	5.6887372305101955	0.33467413214984226	0.2660219844373388	0.12277934221358598	0.27652454119923336	
1300000	-5983.482186813425	-5994.027519689784	10.545332876358987	-4966.594504069529	-1027.4330156202554	0.24145276946759733	10.545332876358987	9.047261378741295	3.4037787985754755	5.246584704604454	0.33544551386349536	0.2660219844373388	0.12277934221358598	0.27575315948558027	
1305000	-5985.4968053167995	-5995.896102949495	10.399297632695628	-4965.367641555824	-1030.5284613936713	0.2673042177042623	10.399297632695628	8.566131133825772	3.5672600638413066	5.13729174120801	0.33544551386349536	0.2660219844373388	0.10579309270165302	0.2927394089975132	
1310000	-5987.15931205195	-5996.867834723235	9.708522671284827	-4970.309855780141	-1026.5579789430938	0.24771208352864346	9.708522671284827	4.323780361411665	3.8713508322793384	5.306996718829511	0.3454686892786634	0.26539573771850156	0.1179679035424351	0.27116766946040033	
1315000	-5984.047446379288	-5995.000002050401	10.952555671113625	-4969.49345114439	-1025.5065509060112	0.2369645889133364	10.952555671113625	6.816272860896004	4.805250822363213	6.512335216420781	0.3454686892786634	0.26755482548857595	0.1179679035424351	0.26900858169032593	
1320000	-5979.7679689478855	-5990.666117873203	10.898148925317692	-4962.84960848863	-1027.8165093845732	0.24111142765559918	10.898148925317692	6.783328765657034	3.491886341324653	5.097043033819493	0.3307651883021693	0.2772728134348087	0.1179679035424351	0.27399409472058733	
1325000	-5979.750711352949	-5990.836516852442	11.085805499493356	-4964.159711369779	-1026.6768054826632	0.2360613178602852	11.085805499493356	7.707944199932528	4.263884348349692	5.351973254577948	0.3307651883021693	0.28421740150785874	0.11102331546938508	0.27399409472058733	
1330000	-5976.949846024462	-5987.331306371477	10.381460347014308	-4956.674181567599	-1030.6571248038779	0.2504238506591933	10.381460347014308	9.047588842994939	4.263884348349692	5.44399969581933	0.3137473419813759	0.2959780913815662	0.10954424131994847	0.28073032531710984	
1335000	-5986.318761404889	-5995.898953272193	9.580191867303181	-4959.002531853716	-1036.896421418476	0.2536112419766543	9.580191867303181	8.671246255063876	3.7601759077737302	5.44399969581933	0.29530318756979473	0.29448340623738983	0.11340585939343212	0.2968075467993837	
1340000	-5980.315261001492	-5990.645102691036	10.329841689544	-4958.837322171607	-1031.8077805194284	0.24790343423702918	10.329841689544	5.8717863740864145	4.36296411172304	5.332974019491577	0.29530318756979473	0.29448340623738983	0.11340585939343212	0.2968075467993837	
1345000	-5989.895436268223	-5998.047602303366	8.152166035143097	-4961.522484025731	-1036.525118277636	0.2672683007973333	8.152166035143097	3.5308286110534723	4.061902859844068	5.386345669060391	0.29530318756979473	0.29448340623738983	0.11340585939343212	0.2968075467993837	
1350000	-5980.572221795809	-5990.742679913021	10.170458117212062	-4959.574642034762	-1031.1680378782585	0.2568289772928733	10.170458117212062	8.901552432331602	4.061902859844068	5.386345669060391	0.3261822673614864	0.2751809953010248	0.11340585939343212	0.28523087794405705	
1355000	-5979.597002334555	-5989.671409886	10.074407551444695	-4962.829065264721	-1026.8423446212792	0.24562236047876573	10.074407551444695	4.888411178150846	3.9266733999696073	5.345761989754342	0.3261822673614864	0.2751809953010248	0.11407978892860245	0.28455694840888673	
1360000	-5980.758848550745	-5991.3006864811105	10.541837930365974	-4964.026958628668	-1027.2737278524432	0.24114741618576724	10.541837930365974	9.014811456952563	4.200101771348675	5.345761989754342	0.3261822673614864	0.2682108314841267	0.11407978892860245	0.2915271122257848	
1365000	-5983.2742563573065	-5993.489145308724	10.214888951417075	-4957.755028116015	-1035.7341171927094	0.25198180654764063	10.214888951417075	6.403881086030254	4.178918764203304	5.345761989754342	0.3261822673614864	0.29111616758848546	0.11407978892860245	0.26862177612142607	
1370000	-5982.391745775931	-5990.186441134437	7.794695358506024	-4955.545473523713	-1034.6409676107241	0.24887638704156242	7.794695358506024	13.432583912811603	4.351755589107792	5.323642835956633	0.3264915458076889	0.29111616758848546	0.11377051048239997	0.26862177612142607	
1375000	-5984.292138796474	-5994.236724442622	9.944585646147537	-4963.555054705289	-1030.6816697373336	0.24179339156907964	9.944585646147537	4.485433251415045	4.020392132764188	4.765838774860845	0.325238438838783	0.29111616758848546	0.11502361745130592	0.26862177612142607	
1380000	-5984.5512434954535	-5995.361766608023	10.810523112569104	-4968.184130108896	-1027.177636499127	0.23578104891352553	10.810523112569104	7.7270960742195935	4.453306261196538	5.714728877521697	0.3251913710686435	0.29111616758848546	0.11502361745130592	0.2686688438915656	
1385000	-5987.14340278497	-5997.008172600131	9.86476981516103	-4960.261837534946	-1036.7463350651853	0.2649398352059423	9.86476981516103	7.356680192700552	3.9062950699492043	5.443714716286233	0.3251913710686435	0.28573214557508947	0.1081225218178641	0.2809539615384034	
1390000	-5983.832806252486	-5994.48705549921	10.654249246724198	-4969.077673958392	-1025.4093815408182	0.24768378578391084	10.654249246724198	6.510692363795539	3.932736134485616	5.8016079767810345	0.3172420201849602	0.28573214557508947	0.11607187270154737	0.2809539615384034	
1395000	-5981.822911383426	-5992.578406802869	10.755495419443324	-4966.480259262313	-1026.098147540556	0.24832906244455397	10.755495419443324	6.7559392134074026	3.99103454277723	5.720389502984754	0.3300872472018472	0.26809705250661714	0.12086173875313273	0.2809539615384034	
1400000	-5978.100816874927	-5988.799140356395	10.698323481467643	-4959.667188250015	-1029.1319521063797	0.247278968603975	10.698323481467643	7.461334666630377	3.99103454277723	5.872553010392737	0.3300872472018472	0.28681847484636286	0.12086173875313273	0.2622325391986577	
1405000	-5981.674756172741	-5990.717240373211	9.042484200470678	-4957.897650888859	-1032.8195894843523	0.25338277344390914	9.042484200470678	11.345066556961784	3.7177131893055786	5.284501183395169	0.3204388004162167	0.28681847484636286	0.12160581121097072	0.2711369135264502	
1410000	-5985.376716775989	-5995.3538413518045	9.977124575815965	-4963.53114590682	-1031.8226954449847	0.2529083613428141	9.977124575815965	9.766932995412988	3.7177131893055786	5.284501183395169	0.32537261463228495	0.2818846606302946	0.12160581121097072	0.2711369135264502	
1415000	-5986.195812528197	-5996.576671991651	10.380859463453682	-4965.1909746671845	-1031.3856973244667	0.25003539647280026	10.380859463453682	5.841561178136011	3.89711845599024	5.227488469378321	0.33814910878604865	0.27195549702317046	0.10650036556583231	0.28339502862494903	
1420000	-5985.208904016546	-5995.736036712964	10.527132696418875	-4966.147864441002	-1029.588172271962	0.2513901663115607	10.527132696418875	8.487187683380554	3.427892128502442	5.020875601226642	0.33814910878604865	0.26682778742770896	0.1116280751612938	0.28339502862494903	
1425000	-5981.793129671157	-5992.577608973471	10.784479302313784	-4966.381144336745	-1026.1964646367258	0.2420258836123827	10.784479302313784	9.383302335594573	3.427892128502442	5.020875601226642	0.33814910878604865	0.26682778742770896	0.1116280751612938	0.28339502862494903	
1430000	-5982.826156277091	-5993.005562517929	10.17940624083817	-4960.718975457421	-1032.2865870605083	0.2523252302872312	10.17940624083817	10.191519327009326	4.030813930822983	5.270735198299006	0.3346721565741101	0.28801993793558917	0.10866857119590444	0.26863933429439674	
1435000	-5986.388591613074	-5997.019619654093	10.631028041018475	-4966.330158897059	-1030.6894607570343	0.24458190454959594	10.631028041018475	5.918948024995109	5.098878343289759	6.420103831117932	0.3346721565741101	0.28801993793558917	0.10866857119590444	0.26863933429439674	
1440000	-5982.208780639337	-5991.722285451518	9.51350481217972	-4955.969258503744	-1035.7530269477736	0.2575868914573311	9.51350481217972	9.48170344235251	4.6327534467051	6.082330958700387	0.3346721565741101	0.28801993793558917	0.10866857119590444	0.26863933429439674	
1445000	-5981.914939692486	-5992.583934041024	10.668994348537735	-4963.676753604961	-1028.907180436063	0.2556550450028136	10.668994348537735	6.2820501511518625	4.895276012358781	6.078754884952782	0.3346721565741101	0.2748107573703944	0.10866857119590444	0.2818485148595915	
1450000	-5986.121607497933	-5996.2929703226555	10.171362824722227	-4967.059987116261	-1029.232983206394	0.24467333318488366	10.171362824722227	10.696365251580408	3.614575400179148	5.287135434085282	0.3326853659683143	0.2748107573703944	0.11065536180170024	0.2818485148595915	
1455000	-5981.819379277179	-5992.4970009393155	10.677621662136595	-4962.466657956736	-1030.0303429825801	0.2437079256618301	10.677621662136595	7.726006142574168	4.997521262624048	5.287135434085282	0.31751887383738575	0.2834747544229993	0.10813457738673152	0.29087179435288385	
1460000	-5984.072446717916	-5995.151074937713	11.078628219796997	-4971.795577430424	-1023.3554975072892	0.23503223795503173	11.078628219796997	7.431414029740212	3.342078194369935	5.552661187410628	0.31751887383738575	0.274972470105647	0.12667517170570827	0.2808334843512594	
1465000	-5980.768877763316	-5990.819543281257	10.050665517941102	-4953.999158383502	-1036.820384897756	0.2547600420917604	10.050665517941102	6.82166540300794	3.930471304801478	5.048254112888949	0.3299742678838912	0.274972470105647	0.1142197776592028	0.2808334843512594	
1470000	-5984.022142721162	-5994.208492230031	10.186349508869203	-4962.486296257673	-1031.7221959723586	0.23779175455426604	10.186349508869203	5.229890615166743	3.930471304801478	5.048254112888949	0.33271273619635305	0.26678030229635197	0.11967347715603599	0.2808334843512594	
1475000	-5984.467106384565	-5994.052144894352	9.585038509786742	-4959.000638172745	-1035.0515067216063	0.25088974673296877	9.585038509786742	4.920980107693956	3.44152748822769	5.385124781499023	0.3090288847014695	0.2904641537912355	0.11967347715603599	0.2808334843512594	
1480000	-5977.9235715946825	-5988.191776582911	10.268204988228774	-4954.753552530632	-1033.438224052279	0.25575964500080994	10.268204988228774	5.867504669129317	3.9437413331567353	5.1003631009815775	0.3068290729763906	0.2904641537912355	0.11967347715603599	0.28303329607633826	
1485000	-5983.641887690689	-5993.939091264818	10.297203574128291	-4961.050725229144	-1032.8883660356746	0.2575736845926341	10.297203574128291	8.059562621785842	3.9437413331567353	5.352857124813076	0.304426944148568	0.28802585052177915	0.11967347715603599	0.2878737281736172	
1490000	-5985.111153151777	-5996.074948721663	10.963795569885772	-4965.573700497413	-1030.5012482242503	0.23353720783062584	10.963795569885772	6.649171299961005	3.9437413331567353	5.352857124813076	0.3192042150888785	0.30669204883254986	0.11967347715603599	0.25443025892253607	
1495000	-5989.889621850888	-6000.844500974841	10.954879123953392	-4967.177451047099	-1033.6670499277427	0.22415434055366562	10.954879123953392	7.352782005851067	4.2439264350832735	5.15232946047423	0.3192042150888785	0.30669204883254986	0.11967347715603599	0.25443025892253607	
1500000	-5984.851484174832	-5994.706262186512	9.854778011679317	-4963.209657107202	-1031.4966050793105	0.24806209143230754	9.854778011679317	5.243517543556991	4.447788537282112	6.112309565490103	0.30490326972646237	0.29004362813233453	0.11458332059098926	0.29046978155021425	
1505000	-5980.748402371356	-5990.793836084522	10.04543371316593	-4962.037461130235	-1028.7563749542865	0.24400929362756527	10.04543371316593	10.414016575540291	4.447788537282112	5.31652806851941	0.31281215056602163	0.28213474729277527	0.11458332059098926	0.29046978155021425	
1510000	-5982.156694658651	-5992.453455614674	10.296760956022727	-4960.866126432314	-1031.5873291823596	0.2524272463019922	10.296760956022727	8.114706842444695	4.109527830900213	5.565266746829103	0.3326057421816262	0.2809189478240647	0.11543007199679076	0.2710452379975188	
1515000	-5986.491120293473	-5996.359523677156	9.868403383683663	-4967.715304059141	-1028.6442196180146	0.2269326668845814	9.868403383683663	11.045179601200116	4.109527830900213	5.800217938516969	0.3326057421816262	0.2809189478240647	0.11543007199679076	0.2710452379975188	
1520000	-5982.471493920598	-5992.840515502283	10.369021581685486	-4959.262298779116	-1033.578216723167	0.24148401476138534	10.369021581685486	6.164686771329434	4.178877819096049	5.800217938516969	0.3175612573221611	0.299807649895533	0.10778538948774413	0.2748457032945622	
1525000	-5982.687588317148	-5992.550404316174	9.862815999025388	-4959.071359054737	-1033.4790452614372	0.26674839933770017	9.862815999025388	8.224876787755072	3.990387810135938	5.759625044754362	0.30923412019150437	0.28257351326112823	0.10778538948774413	0.3004069770596237	
1530000	-5978.783028137431	-5989.749764574534	10.966736437103485	-4963.993160183813	-1025.7566043907207	0.2433159684532598	10.966736437103485	8.221511633588783	4.036898476038374	5.675173747772486	0.3340628907812905	0.28257351326112823	0.10809550154934955	0.2752680944082322	
1535000	-5982.153976865142	-5992.390936114187	10.236959249044684	-4958.962377603232	-1033.4285585109549	0.26425726914168546	10.236959249044684	7.425580907241233	4.036898476038374	5.720233757243513	0.3340628907812905	0.28257351326112823	0.11753165848541877	0.26583193747216294	
1540000	-5985.255653154302	-5995.67315100875	10.417497854447513	-4964.783946911273	-1030.8892040974772	0.24081905277652615	10.417497854447513	8.119969447638317	4.036898476038374	5.720233757243513	0.3119826357170003	0.29518061775469756	0.11753165848541877	0.2753050880428838	
1545000	-5987.359081726849	-5996.932465141964	9.573383415115433	-4958.938032390467	-1037.9944327514968	0.2643773379473034	9.573383415115433	8.246418655290055	5.035169278040477	5.641154426814668	0.29540110141020487	0.29518061775469756	0.11753165848541877	0.2918866223496792	
1550000	-5983.859563661491	-5993.813834535656	9.954270874164994	-4955.985684822274	-1037.8281497133814	0.2557911938856083	9.954270874164994	5.9534309058343675	4.164792948364275	5.1019485049776145	0.29540110141020487	0.2963898583046258	0.11632241793549056	0.2918866223496792	
1555000	-5988.28198196971	-5999.018191855603	10.736209885892912	-4973.102720272575	-1025.915471583027	0.2546240235079274	10.736209885892912	7.6385524109204255	3.389869941175391	5.712316509846854	0.35405121916057986	0.2598407207374434	0.11632241793549056	0.2697856421664866	
1560000	-5984.556357382773	-5995.038708297449	10.482350914676706	-4965.1544039460605	-1029.884304351389	0.24858681902353405	10.482350914676706	9.11891143759396	3.961077892829238	5.712316509846854	0.34591057775482037	0.27501242570354395	0.11219306312964128	0.2668839334119948	
1565000	-5983.062421543049	-5993.800506130227	10.738084587178456	-4967.3408446377725	-1026.4596614924549	0.2408929385364544	10.738084587178456	9.36633931716853	4.40993427620836	5.9008302372286074	0.34591057775482037	0.27501242570354395	0.11219306312964128	0.2668839334119948	
1570000	-5977.808878913201	-5988.333201515457	10.524322602257076	-4959.224940308235	-1029.1082612072228	0.25821644160192325	10.524322602257076	7.37413350024766	4.40993427620836	5.73197049495548	0.32143493356309033	0.2818303545302302	0.11219306312964128	0.2845416487770386	
