Search rep 1 (of 2)
random seed = 220553
gen	best_like	time	optPrecision
17190	-5001.620266	69	0.01
17200	-5001.620266	69	0.01
17210	-5001.620265	69	0.01
17220	-5001.620265	69	0.01
17230	-5001.620265	69	0.01
17240	-5001.620147	69	0.01
17250	-5001.618329	69	0.01
17260	-5001.618329	69	0.01
17270	-5001.618276	69	0.01
17280	-5001.618276	69	0.01
17290	-5001.618275	69	0.01
17300	-5001.618275	69	0.01
17310	-5001.618275	69	0.01
17320	-5001.61827	69	0.01
17330	-5001.618065	69	0.01
17340	-5001.618065	70	0.01
17350	-5001.618065	70	0.01
17360	-5001.618065	70	0.01
17370	-5001.618055	70	0.01
17380	-5001.61804	70	0.01
17390	-5001.618028	70	0.01
17400	-5001.617939	70	0.01
17410	-5001.617696	70	0.01
17420	-5001.61766	70	0.01
17430	-5001.61766	70	0.01
17440	-5001.61766	70	0.01
17450	-5001.61766	70	0.01
17460	-5001.61766	70	0.01
17470	-5001.61766	70	0.01
17480	-5001.61765	70	0.01
17490	-5001.617622	70	0.01
17500	-5001.617622	70	0.01
17510	-5001.617478	70	0.01
17520	-5001.616243	70	0.01
17530	-5001.616224	70	0.01
17540	-5001.615912	70	0.01
17550	-5001.615742	70	0.01
17560	-5001.615595	71	0.01
17570	-5001.615595	71	0.01
17580	-5001.615595	71	0.01
17590	-5001.615456	71	0.01
17600	-5001.615455	71	0.01
17610	-5001.615455	71	0.01
17620	-5001.615455	71	0.01
17630	-5001.615442	71	0.01
17640	-5001.614676	71	0.01
17650	-5001.614562	71	0.01
17660	-5001.613438	71	0.01
17670	-5001.613395	71	0.01
17680	-5001.613395	71	0.01
17690	-5001.613395	71	0.01
17700	-5001.613395	71	0.01
17710	-5001.613395	71	0.01
17720	-5001.613395	71	0.01
17730	-5001.61315	71	0.01
17740	-5001.613104	71	0.01
17750	-5001.613104	71	0.01
17760	-5001.611903	71	0.01
17770	-5001.611903	72	0.01
17780	-5001.611788	72	0.01
17790	-5001.611788	72	0.01
17800	-5001.611787	72	0.01
17810	-5001.611777	72	0.01
17820	-5001.611777	72	0.01
17830	-5001.611777	72	0.01
17840	-5001.611777	72	0.01
17850	-5001.611777	72	0.01
17860	-5001.611777	72	0.01
17870	-5001.611776	72	0.01
17880	-5001.611672	72	0.01
17890	-5001.611672	72	0.01
17900	-5001.611659	72	0.01
17910	-5001.611655	72	0.01
17920	-5001.611655	72	0.01
17930	-5001.611243	72	0.01
17940	-5001.611243	72	0.01
17950	-5001.611243	72	0.01
17960	-5001.611243	72	0.01
17970	-5001.611243	72	0.01
17980	-5001.611243	73	0.01
17990	-5001.611239	73	0.01
18000	-5001.611239	73	0.01
18010	-5001.611239	73	0.01
18020	-5001.611239	73	0.01
18030	-5001.611235	73	0.01
18040	-5001.611235	73	0.01
18050	-5001.611235	73	0.01
18060	-5001.610945	73	0.01
18070	-5001.610825	73	0.01
18080	-5001.610723	73	0.01
18090	-5001.610723	73	0.01
18100	-5001.609295	73	0.01
18110	-5001.609283	73	0.01
18120	-5001.609274	73	0.01
18130	-5001.609248	73	0.01
18140	-5001.609248	73	0.01
18150	-5001.609248	73	0.01
18160	-5001.609235	73	0.01
18170	-5001.609138	73	0.01
18180	-5001.608722	73	0.01
18190	-5001.608716	74	0.01
18200	-5001.608714	74	0.01
18210	-5001.608419	74	0.01
18220	-5001.608418	74	0.01
18230	-5001.608417	74	0.01
18240	-5001.608415	74	0.01
18250	-5001.608167	74	0.01
18260	-5001.607286	74	0.01
18270	-5001.606879	74	0.01
18280	-5001.606879	74	0.01
18290	-5001.606836	74	0.01
18300	-5001.606836	74	0.01
18310	-5001.606829	74	0.01
18320	-5001.606622	74	0.01
18330	-5001.606172	74	0.01
18340	-5001.605862	74	0.01
18350	-5001.605861	74	0.01
18360	-5001.605861	74	0.01
18370	-5001.605854	74	0.01
18380	-5001.605854	74	0.01
18390	-5001.605854	74	0.01
18400	-5001.605815	74	0.01
18410	-5001.605815	75	0.01
18420	-5001.605815	75	0.01
18430	-5001.605417	75	0.01
18440	-5001.605417	75	0.01
18450	-5001.605166	75	0.01
18460	-5001.605049	75	0.01
18470	-5001.605044	75	0.01
18480	-5001.604465	75	0.01
18490	-5001.604465	75	0.01
18500	-5001.604465	75	0.01
18510	-5001.604436	75	0.01
18520	-5001.604435	75	0.01
18530	-5001.604238	75	0.01
18540	-5001.604238	75	0.01
18550	-5001.604238	75	0.01
18560	-5001.604238	75	0.01
18570	-5001.604231	75	0.01
18580	-5001.604231	75	0.01
18590	-5001.604231	75	0.01
18600	-5001.604231	75	0.01
18610	-5001.604225	76	0.01
18620	-5001.604224	76	0.01
18630	-5001.604224	76	0.01
18640	-5001.604221	76	0.01
18650	-5001.604192	76	0.01
18660	-5001.603437	76	0.01
18670	-5001.603437	76	0.01
18680	-5001.603437	76	0.01
18690	-5001.603437	76	0.01
18700	-5001.603437	76	0.01
18710	-5001.603437	76	0.01
18720	-5001.603423	76	0.01
18730	-5001.603423	76	0.01
18740	-5001.60342	76	0.01
18750	-5001.60342	76	0.01
18760	-5001.60342	76	0.01
18770	-5001.60342	76	0.01
18780	-5001.60342	76	0.01
18790	-5001.60342	76	0.01
18800	-5001.603295	76	0.01
18810	-5001.603287	76	0.01
18820	-5001.603265	76	0.01
18830	-5001.603264	77	0.01
18840	-5001.603264	77	0.01
18850	-5001.603264	77	0.01
18860	-5001.603264	77	0.01
18870	-5001.603251	77	0.01
18880	-5001.603251	77	0.01
18890	-5001.603251	77	0.01
18900	-5001.603251	77	0.01
18910	-5001.603251	77	0.01
18920	-5001.603212	77	0.01
18930	-5001.603211	77	0.01
18940	-5001.603202	77	0.01
18950	-5001.603202	77	0.01
18960	-5001.603202	77	0.01
18970	-5001.603162	77	0.01
18980	-5001.603162	77	0.01
18990	-5001.603156	77	0.01
19000	-5001.603156	77	0.01
19010	-5001.603156	77	0.01
19020	-5001.603156	77	0.01
19030	-5001.603156	78	0.01
19040	-5001.603141	78	0.01
19050	-5001.603141	78	0.01
19060	-5001.603141	78	0.01
19070	-5001.602769	78	0.01
19080	-5001.602769	78	0.01
19090	-5001.602769	78	0.01
19100	-5001.602769	78	0.01
19110	-5001.602666	78	0.01
19120	-5001.602666	78	0.01
19130	-5001.602665	78	0.01
19140	-5001.602665	78	0.01
19150	-5001.602654	78	0.01
19160	-5001.602645	78	0.01
19170	-5001.602534	78	0.01
19180	-5001.602534	78	0.01
19190	-5001.602534	78	0.01
19200	-5001.602534	78	0.01
19210	-5001.602534	78	0.01
19220	-5001.602534	78	0.01
19230	-5001.602534	78	0.01
19240	-5001.602534	79	0.01
19250	-5001.602534	79	0.01
19260	-5001.602534	79	0.01
19270	-5001.602531	79	0.01
19280	-5001.602525	79	0.01
19290	-5001.602209	79	0.01
19300	-5001.602209	79	0.01
19310	-5001.602209	79	0.01
19320	-5001.602153	79	0.01
19330	-5001.602119	79	0.01
19340	-5001.602119	79	0.01
19350	-5001.602115	79	0.01
19360	-5001.602115	79	0.01
19370	-5001.602115	79	0.01
19380	-5001.602115	79	0.01
19390	-5001.602115	79	0.01
19400	-5001.602113	79	0.01
19410	-5001.602078	79	0.01
19420	-5001.601991	79	0.01
19430	-5001.601592	79	0.01
19440	-5001.601592	79	0.01
19450	-5001.601591	79	0.01
19460	-5001.601591	80	0.01
19470	-5001.601591	80	0.01
19480	-5001.601544	80	0.01
19490	-5001.601544	80	0.01
19500	-5001.601544	80	0.01
19510	-5001.601544	80	0.01
19520	-5001.601544	80	0.01
19530	-5001.601525	80	0.01
19540	-5001.601525	80	0.01
19550	-5001.601525	80	0.01
19560	-5001.601525	80	0.01
19570	-5001.601525	80	0.01
19580	-5001.601525	80	0.01
19590	-5001.601519	80	0.01
19600	-5001.601469	80	0.01
19610	-5001.601469	80	0.01
19620	-5001.601457	80	0.01
19630	-5001.601457	80	0.01
19640	-5001.601418	80	0.01
19650	-5001.601418	80	0.01
19660	-5001.601367	80	0.01
19670	-5001.601367	81	0.01
19680	-5001.601367	81	0.01
19690	-5001.601359	81	0.01
19700	-5001.601353	81	0.01
19710	-5001.601353	81	0.01
19720	-5001.60135	81	0.01
19730	-5001.60135	81	0.01
19740	-5001.60135	81	0.01
19750	-5001.60135	81	0.01
19760	-5001.60135	81	0.01
19770	-5001.601347	81	0.01
19780	-5001.601248	81	0.01
19790	-5001.601248	81	0.01
19800	-5001.601128	81	0.01
19810	-5001.601128	81	0.01
19820	-5001.601125	81	0.01
19830	-5001.601101	81	0.01
19840	-5001.601098	81	0.01
19850	-5001.601036	81	0.01
19860	-5001.601027	81	0.01
19870	-5001.601024	81	0.01
19880	-5001.601024	82	0.01
19890	-5001.600827	82	0.01
19900	-5001.600825	82	0.01
19910	-5001.600825	82	0.01
19920	-5001.600825	82	0.01
19930	-5001.599015	82	0.01
19940	-5001.598956	82	0.01
19950	-5001.598956	82	0.01
19960	-5001.598956	82	0.01
19970	-5001.598956	82	0.01
19980	-5001.598956	82	0.01
19990	-5001.598956	82	0.01
20000	-5001.598956	82	0.01
20010	-5001.598865	82	0.01
20020	-5001.59862	82	0.01
20030	-5001.59862	82	0.01
20040	-5001.59862	82	0.01
20050	-5001.59862	82	0.01
20060	-5001.598613	82	0.01
20070	-5001.5986	82	0.01
20080	-5001.5986	83	0.01
20090	-5001.598591	83	0.01
20100	-5001.59859	83	0.01
20110	-5001.59859	83	0.01
20120	-5001.59859	83	0.01
20130	-5001.59858	83	0.01
20140	-5001.59858	83	0.01
20150	-5001.59825	83	0.01
20160	-5001.598245	83	0.01
20170	-5001.598164	83	0.01
20180	-5001.598164	83	0.01
20190	-5001.598159	83	0.01
20200	-5001.598159	83	0.01
20210	-5001.598159	83	0.01
20220	-5001.598128	83	0.01
20230	-5001.598128	83	0.01
20240	-5001.598128	83	0.01
20250	-5001.598128	83	0.01
20260	-5001.598109	83	0.01
20270	-5001.59808	83	0.01
20280	-5001.59808	83	0.01
20290	-5001.59808	84	0.01
20300	-5001.59808	84	0.01
20310	-5001.59808	84	0.01
20320	-5001.59774	84	0.01
20330	-5001.597551	84	0.01
20340	-5001.597548	84	0.01
20350	-5001.597548	84	0.01
20360	-5001.59732	84	0.01
20370	-5001.59732	84	0.01
20380	-5001.59732	84	0.01
20390	-5001.59732	84	0.01
20400	-5001.59732	84	0.01
20410	-5001.59732	84	0.01
20420	-5001.59732	84	0.01
20430	-5001.59732	84	0.01
20440	-5001.597314	84	0.01
20450	-5001.597314	84	0.01
20460	-5001.597314	84	0.01
20470	-5001.597314	84	0.01
20480	-5001.597314	84	0.01
20490	-5001.597314	84	0.01
20500	-5001.597314	85	0.01
20510	-5001.596662	85	0.01
20520	-5001.596662	85	0.01
20530	-5001.596662	85	0.01
20540	-5001.596611	85	0.01
20550	-5001.596611	85	0.01
20560	-5001.596484	85	0.01
20570	-5001.596484	85	0.01
20580	-5001.596484	85	0.01
20590	-5001.596371	85	0.01
20600	-5001.59637	85	0.01
20610	-5001.59624	85	0.01
20620	-5001.59624	85	0.01
20630	-5001.596237	85	0.01
20640	-5001.596237	85	0.01
20650	-5001.596237	85	0.01
20660	-5001.596237	85	0.01
20670	-5001.59591	85	0.01
20680	-5001.59591	85	0.01
20690	-5001.59591	85	0.01
20700	-5001.59591	86	0.01
20710	-5001.59591	86	0.01
20720	-5001.59591	86	0.01
20730	-5001.595909	86	0.01
20740	-5001.595503	86	0.01
20750	-5001.595503	86	0.01
20760	-5001.595503	86	0.01
20770	-5001.595503	86	0.01
20780	-5001.595495	86	0.01
20790	-5001.595492	86	0.01
20800	-5001.595492	86	0.01
20810	-5001.595492	86	0.01
20820	-5001.595248	86	0.01
20830	-5001.595239	86	0.01
20840	-5001.595127	86	0.01
20850	-5001.595127	86	0.01
20860	-5001.595127	86	0.01
20870	-5001.595127	86	0.01
20880	-5001.595126	86	0.01
20890	-5001.594625	86	0.01
20900	-5001.594624	87	0.01
20910	-5001.594624	87	0.01
20920	-5001.594624	87	0.01
20930	-5001.594495	87	0.01
20940	-5001.594488	87	0.01
20950	-5001.594487	87	0.01
20960	-5001.594471	87	0.01
20970	-5001.594471	87	0.01
20980	-5001.594471	87	0.01
20990	-5001.594471	87	0.01
21000	-5001.594469	87	0.01
21010	-5001.594469	87	0.01
21020	-5001.594469	87	0.01
21030	-5001.594469	87	0.01
21040	-5001.594431	87	0.01
21050	-5001.594382	87	0.01
21060	-5001.594382	87	0.01
21070	-5001.594381	87	0.01
21080	-5001.593058	87	0.01
21090	-5001.593053	87	0.01
21100	-5001.593038	87	0.01
21110	-5001.593029	88	0.01
21120	-5001.592816	88	0.01
21130	-5001.592756	88	0.01
21140	-5001.592659	88	0.01
21150	-5001.592659	88	0.01
21160	-5001.592659	88	0.01
21170	-5001.592659	88	0.01
21180	-5001.592644	88	0.01
21190	-5001.592644	88	0.01
21200	-5001.592644	88	0.01
21210	-5001.592644	88	0.01
21220	-5001.592644	88	0.01
21230	-5001.592644	88	0.01
21240	-5001.592644	88	0.01
21250	-5001.592644	88	0.01
21260	-5001.592644	88	0.01
21270	-5001.592627	88	0.01
21280	-5001.592627	88	0.01
21290	-5001.592599	88	0.01
21300	-5001.592599	88	0.01
21310	-5001.592599	88	0.01
21320	-5001.592599	88	0.01
21330	-5001.592599	89	0.01
21340	-5001.592599	89	0.01
21350	-5001.59183	89	0.01
21360	-5001.59183	89	0.01
21370	-5001.59183	89	0.01
21380	-5001.59183	89	0.01
21390	-5001.591829	89	0.01
21400	-5001.591829	89	0.01
21410	-5001.591829	89	0.01
21420	-5001.591828	89	0.01
21430	-5001.591771	89	0.01
21440	-5001.591402	89	0.01
21450	-5001.591402	89	0.01
21460	-5001.591402	89	0.01
21470	-5001.591402	89	0.01
21480	-5001.591398	89	0.01
21490	-5001.591367	89	0.01
21500	-5001.590926	89	0.01
21510	-5001.590926	89	0.01
21520	-5001.590926	89	0.01
21530	-5001.590926	89	0.01
21540	-5001.590854	90	0.01
21550	-5001.590854	90	0.01
21560	-5001.590854	90	0.01
21570	-5001.590849	90	0.01
21580	-5001.590849	90	0.01
21590	-5001.590849	90	0.01
21600	-5001.590732	90	0.01
21610	-5001.590732	90	0.01
21620	-5001.590732	90	0.01
21630	-5001.590265	90	0.01
21640	-5001.590265	90	0.01
21650	-5001.590265	90	0.01
21660	-5001.590265	90	0.01
21670	-5001.590265	90	0.01
21680	-5001.590265	90	0.01
21690	-5001.590146	90	0.01
21700	-5001.590146	90	0.01
21710	-5001.589767	90	0.01
21720	-5001.589766	90	0.01
21730	-5001.589766	90	0.01
21740	-5001.589746	90	0.01
21750	-5001.589743	91	0.01
21760	-5001.589743	91	0.01
21770	-5001.589743	91	0.01
21780	-5001.589738	91	0.01
21790	-5001.589735	91	0.01
21800	-5001.589735	91	0.01
21810	-5001.589695	91	0.01
21820	-5001.589673	91	0.01
21830	-5001.589673	91	0.01
21840	-5001.58967	91	0.01
21850	-5001.58967	91	0.01
21860	-5001.589634	91	0.01
21870	-5001.589631	91	0.01
21880	-5001.589488	91	0.01
21890	-5001.589481	91	0.01
21900	-5001.589481	91	0.01
21910	-5001.589481	91	0.01
21920	-5001.589453	91	0.01
21930	-5001.589453	91	0.01
21940	-5001.589453	91	0.01
21950	-5001.589453	92	0.01
21960	-5001.589452	92	0.01
21970	-5001.589398	92	0.01
21980	-5001.589333	92	0.01
21990	-5001.589333	92	0.01
22000	-5001.589333	92	0.01
22010	-5001.589295	92	0.01
22020	-5001.589261	92	0.01
22030	-5001.589242	92	0.01
22040	-5001.588895	92	0.01
22050	-5001.588895	92	0.01
22060	-5001.588894	92	0.01
22070	-5001.588894	92	0.01
22080	-5001.588894	92	0.01
22090	-5001.588894	92	0.01
22100	-5001.588894	92	0.01
22110	-5001.588894	92	0.01
22120	-5001.588894	92	0.01
22130	-5001.588894	92	0.01
22140	-5001.588881	92	0.01
22150	-5001.588859	92	0.01
22160	-5001.588859	92	0.01
22170	-5001.588329	93	0.01
22180	-5001.588329	93	0.01
22190	-5001.588328	93	0.01
22200	-5001.588266	93	0.01
22210	-5001.588266	93	0.01
22220	-5001.588249	93	0.01
22230	-5001.588142	93	0.01
22240	-5001.588142	93	0.01
22250	-5001.588142	93	0.01
22260	-5001.588142	93	0.01
22270	-5001.588142	93	0.01
22280	-5001.588142	93	0.01
22290	-5001.588142	93	0.01
22300	-5001.588137	93	0.01
22310	-5001.588137	93	0.01
22320	-5001.588137	93	0.01
22330	-5001.588137	93	0.01
22340	-5001.588137	93	0.01
22350	-5001.588137	93	0.01
22360	-5001.588129	93	0.01
22370	-5001.588124	93	0.01
22380	-5001.588124	93	0.01
22390	-5001.588124	94	0.01
22400	-5001.588124	94	0.01
22410	-5001.588104	94	0.01
22420	-5001.588104	94	0.01
22430	-5001.588104	94	0.01
22440	-5001.588104	94	0.01
22450	-5001.588104	94	0.01
22460	-5001.588104	94	0.01
22470	-5001.588104	94	0.01
22480	-5001.588104	94	0.01
22490	-5001.588104	94	0.01
22500	-5001.588104	94	0.01
22510	-5001.588104	94	0.01
22520	-5001.587893	94	0.01
22530	-5001.587893	94	0.01
22540	-5001.587629	94	0.01
22550	-5001.587625	94	0.01
22560	-5001.587598	94	0.01
22570	-5001.587598	94	0.01
22580	-5001.587598	94	0.01
22590	-5001.587598	95	0.01
22600	-5001.587594	95	0.01
22610	-5001.587507	95	0.01
22620	-5001.587507	95	0.01
22630	-5001.587245	95	0.01
22640	-5001.587245	95	0.01
22650	-5001.5871	95	0.01
22660	-5001.587012	95	0.01
22670	-5001.587012	95	0.01
22680	-5001.586994	95	0.01
22690	-5001.586994	95	0.01
22700	-5001.586994	95	0.01
22710	-5001.586989	95	0.01
22720	-5001.586989	95	0.01
22730	-5001.586989	95	0.01
22740	-5001.586989	95	0.01
22750	-5001.586971	95	0.01
22760	-5001.586971	95	0.01
22770	-5001.586971	95	0.01
22780	-5001.586946	95	0.01
22790	-5001.586946	95	0.01
22800	-5001.586946	96	0.01
22810	-5001.586946	96	0.01
22820	-5001.586946	96	0.01
22830	-5001.586946	96	0.01
22840	-5001.586939	96	0.01
22850	-5001.586939	96	0.01
22860	-5001.586939	96	0.01
22870	-5001.586939	96	0.01
22880	-5001.586939	96	0.01
22890	-5001.586939	96	0.01
22900	-5001.586939	96	0.01
22910	-5001.586939	96	0.01
22920	-5001.586939	96	0.01
22930	-5001.586939	96	0.01
22940	-5001.586939	96	0.01
22950	-5001.5869	96	0.01
22960	-5001.5869	96	0.01
22970	-5001.5869	96	0.01
22980	-5001.5869	96	0.01
22990	-5001.58689	96	0.01
23000	-5001.58689	96	0.01
23010	-5001.586879	97	0.01
23020	-5001.586879	97	0.01
23030	-5001.586803	97	0.01
23040	-5001.586803	97	0.01
23050	-5001.586735	97	0.01
23060	-5001.586735	97	0.01
23070	-5001.586732	97	0.01
23080	-5001.586731	97	0.01
23090	-5001.586725	97	0.01
23100	-5001.586711	97	0.01
23110	-5001.58598	97	0.01
23120	-5001.585968	97	0.01
23130	-5001.585872	97	0.01
23140	-5001.585872	97	0.01
23150	-5001.585872	97	0.01
23160	-5001.585872	97	0.01
23170	-5001.585868	97	0.01
23180	-5001.585868	97	0.01
23190	-5001.585868	97	0.01
23200	-5001.585863	97	0.01
23210	-5001.585863	97	0.01
23220	-5001.585863	97	0.01
23230	-5001.585856	98	0.01
23240	-5001.585852	98	0.01
23250	-5001.585852	98	0.01
23260	-5001.585787	98	0.01
23270	-5001.585787	98	0.01
23280	-5001.585787	98	0.01
23290	-5001.585592	98	0.01
23300	-5001.58559	98	0.01
23310	-5001.58559	98	0.01
23320	-5001.58559	98	0.01
23330	-5001.58559	98	0.01
23340	-5001.585581	98	0.01
23350	-5001.585581	98	0.01
23360	-5001.58558	98	0.01
23370	-5001.585578	98	0.01
23380	-5001.585568	98	0.01
23390	-5001.585568	98	0.01
23400	-5001.585568	98	0.01
23410	-5001.583901	98	0.01
23420	-5001.583901	98	0.01
23430	-5001.583872	98	0.01
23440	-5001.583872	99	0.01
23450	-5001.583761	99	0.01
23460	-5001.583704	99	0.01
23470	-5001.583687	99	0.01
23480	-5001.583687	99	0.01
23490	-5001.58368	99	0.01
23500	-5001.583567	99	0.01
23510	-5001.583567	99	0.01
23520	-5001.583567	99	0.01
23530	-5001.582806	99	0.01
23540	-5001.582773	99	0.01
23550	-5001.582767	99	0.01
23560	-5001.582767	99	0.01
23570	-5001.582767	99	0.01
23580	-5001.582767	99	0.01
23590	-5001.582767	99	0.01
23600	-5001.582767	99	0.01
23610	-5001.582755	99	0.01
23620	-5001.582755	99	0.01
23630	-5001.582688	99	0.01
23640	-5001.582688	99	0.01
23650	-5001.582688	100	0.01
23660	-5001.582682	100	0.01
23670	-5001.58268	100	0.01
23680	-5001.582348	100	0.01
23690	-5001.582348	100	0.01
23700	-5001.582348	100	0.01
23710	-5001.582342	100	0.01
23720	-5001.582085	100	0.01
23730	-5001.582085	100	0.01
23740	-5001.582085	100	0.01
23750	-5001.582085	100	0.01
23760	-5001.582085	100	0.01
23770	-5001.582085	100	0.01
23780	-5001.582085	100	0.01
23790	-5001.582085	100	0.01
23800	-5001.582085	100	0.01
23810	-5001.581321	100	0.01
23820	-5001.581321	100	0.01
23830	-5001.581321	100	0.01
23840	-5001.581223	100	0.01
23850	-5001.581223	100	0.01
23860	-5001.581223	101	0.01
23870	-5001.581121	101	0.01
23880	-5001.581019	101	0.01
23890	-5001.581019	101	0.01
23900	-5001.580593	101	0.01
23910	-5001.580593	101	0.01
23920	-5001.580593	101	0.01
23930	-5001.580593	101	0.01
23940	-5001.580593	101	0.01
23950	-5001.580593	101	0.01
23960	-5001.580577	101	0.01
23970	-5001.580426	101	0.01
23980	-5001.580015	101	0.01
23990	-5001.579949	101	0.01
24000	-5001.579949	101	0.01
24010	-5001.579949	101	0.01
24020	-5001.579944	101	0.01
24030	-5001.579935	101	0.01
24040	-5001.579935	101	0.01
24050	-5001.579741	101	0.01
24060	-5001.579741	101	0.01
24070	-5001.579741	101	0.01
24080	-5001.579741	102	0.01
24090	-5001.579736	102	0.01
24100	-5001.579731	102	0.01
24110	-5001.579731	102	0.01
24120	-5001.579657	102	0.01
24130	-5001.579657	102	0.01
24140	-5001.579649	102	0.01
24150	-5001.579649	102	0.01
24160	-5001.579642	102	0.01
24170	-5001.57964	102	0.01
24180	-5001.57964	102	0.01
24190	-5001.57964	102	0.01
24200	-5001.57964	102	0.01
24210	-5001.579636	102	0.01
24220	-5001.579636	102	0.01
24230	-5001.579636	102	0.01
24240	-5001.579636	102	0.01
24250	-5001.579395	102	0.01
24260	-5001.579392	102	0.01
24270	-5001.579211	102	0.01
24280	-5001.579203	102	0.01
24290	-5001.579203	102	0.01
24300	-5001.579203	103	0.01
24310	-5001.579203	103	0.01
24320	-5001.579203	103	0.01
24330	-5001.579196	103	0.01
24340	-5001.579196	103	0.01
24350	-5001.579194	103	0.01
24360	-5001.579194	103	0.01
24370	-5001.579194	103	0.01
24380	-5001.579193	103	0.01
24390	-5001.578963	103	0.01
24400	-5001.578963	103	0.01
24410	-5001.578809	103	0.01
24420	-5001.578809	103	0.01
24430	-5001.578809	103	0.01
24440	-5001.578809	103	0.01
24450	-5001.578809	103	0.01
24460	-5001.578804	103	0.01
24470	-5001.578659	103	0.01
24480	-5001.578659	103	0.01
24490	-5001.578659	103	0.01
24500	-5001.578553	103	0.01
24510	-5001.578467	104	0.01
24520	-5001.578467	104	0.01
24530	-5001.578306	104	0.01
24540	-5001.578306	104	0.01
24550	-5001.578299	104	0.01
24560	-5001.578299	104	0.01
24570	-5001.578299	104	0.01
24580	-5001.578299	104	0.01
24590	-5001.578274	104	0.01
24600	-5001.578274	104	0.01
24610	-5001.57827	104	0.01
24620	-5001.57827	104	0.01
24630	-5001.578209	104	0.01
24640	-5001.578203	104	0.01
24650	-5001.578203	104	0.01
24660	-5001.578203	104	0.01
24670	-5001.578203	104	0.01
24680	-5001.578139	104	0.01
24690	-5001.578139	104	0.01
24700	-5001.578139	104	0.01
24710	-5001.578139	105	0.01
24720	-5001.578139	105	0.01
24730	-5001.578139	105	0.01
24740	-5001.578139	105	0.01
24750	-5001.578123	105	0.01
24760	-5001.578099	105	0.01
24770	-5001.578099	105	0.01
24780	-5001.578082	105	0.01
24790	-5001.578082	105	0.01
24800	-5001.578082	105	0.01
24810	-5001.578082	105	0.01
24820	-5001.5776	105	0.01
24830	-5001.5776	105	0.01
24840	-5001.5776	105	0.01
24850	-5001.5776	105	0.01
24860	-5001.5776	105	0.01
24870	-5001.5776	105	0.01
24880	-5001.5776	105	0.01
24890	-5001.577568	105	0.01
24900	-5001.577568	105	0.01
24910	-5001.577568	105	0.01
24920	-5001.577568	105	0.01
24930	-5001.577568	106	0.01
24940	-5001.577568	106	0.01
24950	-5001.577568	106	0.01
24960	-5001.577568	106	0.01
24970	-5001.577544	106	0.01
24980	-5001.577544	106	0.01
24990	-5001.577544	106	0.01
25000	-5001.577544	106	0.01
25010	-5001.577492	106	0.01
25020	-5001.577483	106	0.01
25030	-5001.577482	106	0.01
25040	-5001.577468	106	0.01
25050	-5001.577468	106	0.01
25060	-5001.577468	106	0.01
25070	-5001.577468	106	0.01
25080	-5001.577468	106	0.01
25090	-5001.577468	106	0.01
25100	-5001.577468	106	0.01
25110	-5001.577468	106	0.01
25120	-5001.577468	107	0.01
25130	-5001.577468	107	0.01
25140	-5001.577422	107	0.01
25150	-5001.577422	107	0.01
25160	-5001.577276	107	0.01
25170	-5001.577276	107	0.01
25180	-5001.577276	107	0.01
25190	-5001.577262	107	0.01
25200	-5001.57726	107	0.01
25210	-5001.57726	107	0.01
25220	-5001.57726	107	0.01
25230	-5001.57726	107	0.01
25240	-5001.57726	107	0.01
25250	-5001.57726	107	0.01
25260	-5001.577218	107	0.01
25270	-5001.577216	107	0.01
25280	-5001.577215	107	0.01
25290	-5001.577215	107	0.01
25300	-5001.577189	107	0.01
25310	-5001.577189	107	0.01
25320	-5001.577189	107	0.01
25330	-5001.577189	108	0.01
25340	-5001.577189	108	0.01
25350	-5001.577189	108	0.01
25360	-5001.577159	108	0.01
25370	-5001.577159	108	0.01
25380	-5001.577159	108	0.01
25390	-5001.577159	108	0.01
25400	-5001.577159	108	0.01
25410	-5001.576895	108	0.01
25420	-5001.576895	108	0.01
25430	-5001.576822	108	0.01
25440	-5001.576822	108	0.01
25450	-5001.576822	108	0.01
25460	-5001.576822	108	0.01
25470	-5001.576822	108	0.01
25480	-5001.576822	108	0.01
25490	-5001.576822	108	0.01
25500	-5001.576822	108	0.01
25510	-5001.576738	108	0.01
25520	-5001.576733	108	0.01
25530	-5001.576563	109	0.01
25540	-5001.576563	109	0.01
25550	-5001.576563	109	0.01
25560	-5001.576563	109	0.01
25570	-5001.576563	109	0.01
25580	-5001.576563	109	0.01
25590	-5001.576554	109	0.01
25600	-5001.576554	109	0.01
25610	-5001.576554	109	0.01
25620	-5001.576554	109	0.01
25630	-5001.576554	109	0.01
25640	-5001.576554	109	0.01
25650	-5001.576554	109	0.01
25660	-5001.576554	109	0.01
25670	-5001.576554	109	0.01
25680	-5001.576554	109	0.01
25690	-5001.576553	109	0.01
25700	-5001.576553	109	0.01
25710	-5001.57634	109	0.01
25720	-5001.576339	109	0.01
25730	-5001.576339	110	0.01
25740	-5001.576339	110	0.01
25750	-5001.576339	110	0.01
25760	-5001.576339	110	0.01
25770	-5001.576283	110	0.01
25780	-5001.576283	110	0.01
25790	-5001.576283	110	0.01
25800	-5001.576283	110	0.01
25810	-5001.576283	110	0.01
25820	-5001.576283	110	0.01
25830	-5001.576283	110	0.01
25840	-5001.576283	110	0.01
25850	-5001.576283	110	0.01
25860	-5001.576278	110	0.01
25870	-5001.576278	110	0.01
25880	-5001.576278	110	0.01
25890	-5001.576278	110	0.01
25900	-5001.576276	110	0.01
