Search rep 1 (of 2)
random seed = 220553
gen	best_like	time	optPrecision
2280	-5012.216885	12	0.5
2290	-5012.216885	12	0.5
2300	-5012.15073	12	0.5
2310	-5012.134723	12	0.5
2320	-5012.102974	12	0.5
2330	-5012.072024	12	0.5
2340	-5012.006592	12	0.5
2350	-5012.006592	12	0.5
2360	-5011.977726	12	0.5
2370	-5011.889473	12	0.5
2380	-5011.862377	12	0.5
2390	-5011.862377	12	0.5
2400	-5011.805216	12	0.5
2410	-5011.753947	12	0.5
2420	-5011.745438	12	0.5
2430	-5011.717292	12	0.5
2440	-5011.689412	12	0.5
2450	-5011.683648	12	0.5
2460	-5011.639829	12	0.5
2470	-5011.589441	12	0.5
2480	-5011.567582	12	0.5
2490	-5011.564035	12	0.5
2500	-5011.564035	12	0.5
2510	-5011.562851	12	0.5
2520	-5011.554292	12	0.5
2530	-5011.549399	12	0.5
2540	-5011.549367	12	0.5
2550	-5011.527136	12	0.5
2560	-5011.519608	12	0.5
2570	-5011.515834	13	0.5
2580	-5011.515834	13	0.5
2590	-5011.479443	13	0.5
2600	-5011.471102	13	0.5
2610	-5011.459216	13	0.5
2620	-5011.453446	13	0.5
2630	-5011.417583	13	0.5
2640	-5011.401747	13	0.5
2650	-5011.369997	13	0.5
2660	-5011.369906	13	0.5
2670	-5011.351447	13	0.5
2680	-5011.339587	13	0.5
2690	-5011.308919	13	0.5
2700	-5011.302426	13	0.5
2710	-5011.25971	13	0.5
2720	-5011.258033	13	0.5
2730	-5011.196219	13	0.5
2740	-5011.147135	13	0.5
2750	-5011.144877	13	0.5
2760	-5011.144877	13	0.5
2770	-5011.108029	13	0.5
2780	-5011.105071	13	0.5
2790	-5011.101979	13	0.5
2800	-5011.101979	13	0.5
2810	-5011.073493	13	0.5
2820	-5011.062934	13	0.5
2830	-5011.019925	13	0.5
2840	-5010.997037	13	0.5
2850	-5010.957356	13	0.5
2860	-5010.955134	14	0.5
2870	-5010.928092	14	0.5
2880	-5010.902498	14	0.5
2890	-5010.833532	14	0.5
2900	-5010.833531	14	0.5
2910	-5010.806733	14	0.5
2920	-5010.752744	14	0.5
2930	-5010.681614	14	0.5
2940	-5010.671613	14	0.5
2950	-5010.658737	14	0.5
2960	-5010.655173	14	0.5
2970	-5010.642169	14	0.5
2980	-5010.637996	14	0.5
2990	-5010.637996	14	0.5
3000	-5010.580392	14	0.5
3010	-5010.572916	14	0.5
3020	-5010.572914	14	0.5
3030	-5010.523093	14	0.5
3040	-5010.504778	14	0.5
3050	-5010.474832	14	0.5
3060	-5010.445416	14	0.5
3070	-5010.426561	14	0.5
3080	-5010.414641	14	0.5
3090	-5010.400768	14	0.5
3100	-5010.400013	14	0.5
3110	-5010.342967	14	0.5
3120	-5010.272216	14	0.5
3130	-5010.26815	14	0.5
3140	-5010.131564	14	0.5
3150	-5010.120948	15	0.5
3160	-5010.100748	15	0.5
3170	-5010.08672	15	0.5
3180	-5010.079756	15	0.5
3190	-5010.072795	15	0.5
3200	-5010.026404	15	0.5
3210	-5010.016754	15	0.5
3220	-5009.999815	15	0.5
3230	-5009.983464	15	0.5
3240	-5009.978261	15	0.5
3250	-5009.946197	15	0.5
3260	-5009.93596	15	0.5
3270	-5009.935444	15	0.5
3280	-5009.921784	15	0.5
3290	-5009.914084	15	0.5
3300	-5009.831569	15	0.5
3310	-5009.829234	15	0.5
3320	-5009.829233	15	0.5
3330	-5009.826399	15	0.5
3340	-5009.825813	15	0.5
3350	-5009.798921	15	0.5
3360	-5009.769685	15	0.5
3370	-5009.744765	15	0.5
3380	-5009.715579	15	0.5
3390	-5009.715499	15	0.5
3400	-5009.711764	15	0.5
3410	-5009.703198	15	0.5
3420	-5009.703094	15	0.5
3430	-5009.700565	15	0.5
3440	-5009.612372	16	0.5
3450	-5009.612372	16	0.5
3460	-5009.612151	16	0.5
3470	-5009.585987	16	0.5
3480	-5009.585987	16	0.5
3490	-5009.584933	16	0.5
3500	-5009.584933	16	0.5
3510	-5009.558484	16	0.5
3520	-5009.52298	16	0.5
3530	-5009.52298	16	0.5
3540	-5009.520266	16	0.5
3550	-5009.519912	16	0.5
3560	-5009.440641	16	0.5
3570	-5009.42096	16	0.5
3580	-5009.42096	16	0.5
3590	-5009.406275	16	0.5
3600	-5009.357033	16	0.5
3610	-5009.350045	16	0.5
3620	-5009.315349	16	0.5
3630	-5009.307202	16	0.5
3640	-5009.302564	16	0.5
3650	-5009.300641	16	0.5
3660	-5009.285769	16	0.5
3670	-5009.258638	16	0.5
3680	-5009.258202	16	0.5
3690	-5009.257911	16	0.5
3700	-5009.257911	16	0.5
3710	-5009.256768	16	0.5
3720	-5009.251335	16	0.5
3730	-5009.251246	17	0.5
3740	-5009.251242	17	0.5
3750	-5009.237139	17	0.5
3760	-5009.233483	17	0.5
3770	-5009.232319	17	0.5
3780	-5009.201209	17	0.5
3790	-5009.200859	17	0.5
3800	-5009.144569	17	0.5
3810	-5009.128726	17	0.5
3820	-5009.113654	17	0.5
3830	-5009.113606	17	0.5
3840	-5009.102897	17	0.5
3850	-5009.098396	17	0.5
3860	-5009.057226	17	0.5
